comment,n_star,date_time,label,positive_count,neutral_count,negative_count
tắt chế_độ hẹn giờ bậttắt máy đi đọc cmt mắc cười sụp nguồn đồ,5,14/04/2020,Negative,0,0,0
sạc nóng 70 wifi bắt kém thường_xuyên ngắt ko rõ lý_do trải nghiệm tệ,3,20/05/2020,Negative,0,0,3
mua máy ngày 5 đến 14 đổi 2 máy mata wiffi tự_động trong đánh game liên_quân gọi messages camera tối hùthấy hàm_răng ko bên hãng chơi cách khác phục nào đc về wiffi k ạchán quá ạđổi máy thứ 2 đấy,4,14/05/2019,Negative,0,0,3
máy xài cực_kì mượt sạc pin nhanh chơi game khỏi bàn camera cưc kì nét video chống rung quá tốt kèm màn 2k vs 120hz khỏi bàn khuyên mn mua về xài mới bít đc mượt cở nào,5,2/7/2020,Positive,5,0,0
sd gần tháng cảm_thấy hài_lòng về em camera khá ổn chị tiếc khác loa ko dc tớ lắm nói_chung ok nvtgdd tư_vấn nhiệt_tình đáo vui_vẻ,5,27/04/2019,Positive,3,0,1
sài samsung c9pro nghe dt mới chay đổi ai_ngờ quá thất_vọng luôn sài dòng samsung nghe nhân_viên quảng_cáo ngon mua 2 1 luôn lẻ bỏ luôn,1,27/05/2020,Negative,0,0,0
dùng 1thời gian camera đèn led lỗi dùng đượcchơi game tạm hay mất thông_tin,2,31/03/2020,Negative,0,1,2
mua dt redmi note7 sử_dụng dc 1 tháng nói_chung ko phàn_nàn mua redmi note7,5,7/7/2019,Positive,2,0,0
sản_phẩm quá tuyệt_vời pin trâu cấu_hình mạnh sản_phẩm đẹp khoong chê trong tầm giá,5,20/02/2020,Positive,4,1,0
mình mua tháng máy nói_chung chơi game đứng liên_tục chán,3,17/07/2019,Neutral,1,0,1
sản_phẩm dùng tốt pin khoảng 5h dùng liên_tục dùng 1 tháng thấy lỗi ios 120,3,8/1/2019,Neutral,1,2,0
máy ok cục sạc lâu 2 tiếng 26mình lấy cục sac huawei sac nhanh monh tgdd khắc_phục về cục sạc nha,3,2/10/2019,Neutral,1,0,1
máy dùng tốt pin ổn chơi game nóng máy hiện_tượng giật lag mặt lưng sao giống bằng nhựa quá,4,24/07/2019,Neutral,2,0,2
1 tuần sử_dụng thấy thất_vọng về quả pin 5000 ko hao pin nhanh chơi game hơi giật nói_chung sai_lầm lựa_chọn a9 huawei đùng còn thích hơn,2,9/10/2019,Negative,0,0,3
điện_thoại đơ hết khả_năng luôn mức giá kém hơn oppo a3s thất_vọng ghê_gớm về samsung,1,25/09/2019,Negative,0,1,3
cảm_biến vân tay quá kém mọi chức_năng khác ok mình mua giá km 11900k giờ 13900 k ai dự_định mua đắn_đo chút,4,15/04/2020,Negative,1,1,1
máy ok chơi game mượt ko lag nt gọi điện ok ko nói giá_cả phù_hợp sinh_viên mọi người lmj chê ghê thế tui thấy ok,5,11/8/2020,Positive,4,0,0
trải nghiệm sản_phẩm vượt mong_đợi dùng hôm_nay dùng thêm 1 dt samsung quảng_cáo quá khách_hàng người đánh_giá chính_xác nhất,5,7/7/2020,Positive,1,0,0
k chê luôn chụp hình đẹpsạc nhanhpin trâu nữamình chơi liên_quân thấy ngon k tưởng,5,9/3/2020,Positive,4,0,0
thiết_kế đẹp cấu_hình tốt màn_hình đẹp chụp hình ko tệ giá pin trâu sạc nhanh quá đỉnh dùng đc 1 tháng ko chê mua mấy con cấu_hình mắc hơn hãng khác mới chuyển samsung sang oppo bây_giờ fan vivo,5,7/1/2020,Positive,5,1,0
sản_phẩm quá tệ dùng 2 tuần cảm_thấy ức_chế muốn đập a 51 thua cả con j7 2016 củ,1,27/05/2020,Negative,0,0,1
mới mua 4 ngày máy chạy ứng_dụng nóng pin nhanh hết tụt phần_trăm pin còn ổn,3,1/6/2019,Negative,1,0,2
tuyệt_vời cấu_hình ổn pin trâu màng đẹp camera ok trong tầm giá ko j chê cả anh_em nào chơi pupg ko mua nha đt cày liên_quân đc thôi,5,10/1/2020,Positive,5,1,0
sản_phẩm thích đúng nhu_cầu sử_dụng hiện_tại mình cấu_hình mạnh chụp hình đẹp pin sử_dụng lâu nhân_viên nhiệt_tình,5,28/07/2018,Positive,5,0,0
tốt nhất ko mua hãy sập nguồn tôi đổi máy mới mất 10 phần_trăm tiền máy đổi xong mấy mới nạn realme 6i,1,31/05/2020,Negative,0,0,3
đổi con máy thứ 2 con đầu đơ camera k chụp hình d còn con_thứ 2 bật wifi ok đến tắt màn_hình wifi tắt luôn mặc_dù k tắt_wifi,3,9/5/2020,Negative,0,0,2
máy tuột pin nhanhnóng khủng khiếpmở nhạc rung cả màng hình hic,1,6/12/2019,Negative,0,0,3
máy hay dơ loạn cảm_ứng nửa mọi người cân_nhắc_kỷ mua em nónếu mang bệnh_tức,1,6/11/2019,Negative,0,0,3
mình mới mua máy 1 tháng thấy máy bắt wifi 4g kém thỉnh_thoảng khởi_động mới pin nhanh hết thất_vọng mua máy mọi người mua,1,22/07/2020,Negative,0,0,3
máy ngon thật có_điều phần_mềm còn hơi lỗi chơi game vs nghe nhạc diều tốt máy còn mượt,5,22/05/2020,Positive,2,1,0
sản_phẩm tuyệt 2 tháng dùng tốt hơn hàng trung_quốc trong tầm giá cgo 5 sao hàng việt_nam,5,23/04/2020,Positive,2,1,0
máy êm mượt chơi game ok chơi liên_quân ổn pin tuột hơi nhanh chút sao,4,18/07/2020,Neutral,1,0,1
máy đẹp chơi pubg mượt lướt hay đơ máy thỉnh_thoảng mình chơi pubg hiện_tượng nhấn nút bắn k nhạy lướt web đọc truyện đơ màn_hình máy nhanh nóng chụp hình dù mình cầm chắc máy báo làm sắc nét bức ảnh vui_lòng cầm_chắc máy k biết lỗi,4,6/5/2020,Negative,1,1,1
sao 3 ngày trải nghiệm pin trâu sạc 330h mới đầy tôi thấy dt xài hay đứng máy loi,2,29/12/2019,Negative,0,1,1
s11 máy ngon chạy vài năm ưng_ý dòng máy bền_vững,5,28/12/2019,Positive,1,0,0
mới rinh về hôm wa luôn dùng thấy pin nhanh hết cảm_biến vân tay nhạy lắm face quá ok luôn chụp hình ảo dịu vê lờ dành thánh_sống ảo mấy thánh biết chụp nè giá tầm đòi_hỏi xịn xò tự sản_xuất dùng nha mấy thánh,5,28/10/2019,Negative,1,0,2
mình thấy tốt nhỏ gọn ios mượt hài_lòng nhân_viên điện_máy xanh xã mỹ hạnh nam gần phúc an cyty đức hoà long_an,5,27/10/2019,Positive,4,0,0
máy chạy ổn chụp ảnh rõ bình_thường chơi zalo cả fb em chơi game cho_nên bây_giờ thấy chạy tốt lỗi,5,2/12/2019,Positive,2,0,0
mình mới mua con ngày hôm_qua thử nghe nhạc êm âm_thanh pass nghe ấm mình ở trong hẻm wifi xài 3g gọi message rõ chụp hình đẹp mới trải nghiệm nhiêu ah nhân_viên điện_máy xanh nhiệt_tình chờ lâu chút bé nv xin_lỗi hoài sợ mình chờ_đợi nói_chung mua ở dmx thích nhất,4,23/07/2020,Positive,3,0,0
mới mua đc 1 tháng giảm hơn 5tr hajzzz rớt_giá nhanh quá còn về phần máy xài ok,5,3/7/2020,Neutral,1,0,1
cực_kỳ tốt lun ấy camera selfie hơi thất_vọng tí cam cực_kỳ tốt dùng chụp ảnh phong_cảnh tốt cực_kỳ đấy mấy ông mấy bà,5,10/4/2020,Positive,1,1,0
chơi games lag lướt web giật lag 1 điều_kiện pin trâu màn_hình giọt đẹp thích cấu_hình lắm,5,20/03/2019,Positive,2,0,1
tốt tuy_nhiên mình muốn hỏi máy mua dán chống trầy hay cường_lực ạ,5,21/01/2020,Positive,1,0,0
pin 5000mah k trâuxài tầm 1 ngày hếtmặc dù k chơi game lướt fb xem youtube đóng hết tất_cả ứng_dụng chạy ngầm bật mode tiết_kiệm pin,2,13/07/2020,Negative,0,0,1
thất_vọng camera đúc túi quần xước mạng tốc_độ cao rùa vậywafi bắt ko bằng iphone 3,2,14/06/2019,Negative,0,0,2
máy mới mua 5 ngày nghe nhạc đột_nhiên màn_hình tắt đem máy đối nv đmx bảo gửi thẩm_định bảo máy vô nước đối trả tiền 21 triệu thất vong vô_cùng,1,19/02/2020,Negative,0,0,2
máy bố_mẹ tặng mình xài mới 1 tháng máy lag cực_kì mới mua xài oke 2 tuần ko hiểu sao máy lag cực_kì còn vân tay ko nhạy ko nói hung về độ nhạy ko bằng j7 pro tuy_rằng đời cũ nà xài còn oke hơn,3,16/02/2020,Negative,0,0,2
nhìn máy chắc_chắn hơn đẹp chơi game đồ hoa cao nét nói_chung chụp ảnh ok,5,26/10/2019,Positive,3,0,0
thua_con a5 2017 thất_vọng quá tệ luôn máy nhanh hết pin mặc_dù k dùng mấy camera lóa loa bé vân tay đc kchán,1,27/06/2020,Negative,0,0,4
xài oke mượt,5,16/01/2020,Positive,2,0,0
hứa bao_giờ đặt_chân vô tgdd mua đt hay gìmình mới mua ip7 plus mới sáng về dùng mở máy thấy thanh thông_báo tắt máy mở ngoài mua máy xách tay lành giờ lỡ mua ráng ngậm cục tức dùng đỡ thôi,1,3/5/2020,Negative,0,0,1
sài tốt pin tuột nhanh gần 1 tháng ko hết tuột pin sạc nhanh ok,3,27/05/2020,Positive,1,1,0
mua máy về đầy 1 tháng đi đổi 2 3 lần nào về sử_dụng đc 1 2 tuần loạn màn_hình tự nhảy ứng_dụng lung_tung đi đổi sang máy vivo y11 lỗ hơn 1tr khuyên 0 chọn sản_phẩm a10s samsung,1,30/05/2020,Negative,0,0,2
nói_chung đầu xài ngonnhưng hẹ thống phần_mềm nặng cấp riệt ròi xài dở_tệnhức bất_wifi yêu,2,15/07/2020,Negative,1,0,2
mik mua đk 10 ngày vài lỗi kỹ_thuật màn_hình nhiêu tivi nhiễu sóng máy đơ cảm_ứng nhận lệnh chậm chơi game thù âm_thanh phát loa gọi điện k loa ngoài thật_sự muốn đổi máy khác xem lỗi k hay máy mjk trục_trặc,2,9/2/2020,Negative,0,0,3
sạc pin sao đúng moi người sạc đầy 100 rút đến sáng tắt wifi 4g tụt 7 pin máy sạc lần 2,3,17/02/2020,Negative,0,0,1
sản_phẩm mua tốt tôi thích mua sản_phẩm bên điện_máy xanh thế_giới di_động sau_này sảm phẩm thuận_tiện công_việc tôi thích tính_năng mới,5,6/10/2018,Positive,3,0,0
mọi thứ quá ok điện_thoại tầm trung loa hơi nhỏ xem youtube mấy khác thôi game phần_mềm game turbo tăng chất_lượng âm_thanh nghe to mình hỏi luôn note 8 pro android 10 sao cập_nhật miui 1106 ta hay hỗ_trợ,5,22/02/2020,Neutral,1,3,0
thật tuyệt_vời mua hôm giảm 15 quad tuyêth vời siêu phẩm nhà táo ko còn chê cả 7plus luôn 11pro max ổn nhân_viên nhiệt_tình vui_vẻ,5,31/01/2020,Positive,3,0,0
máy pin trâu sai tốt sóng điện_thoại wifi khỏe hiệu tượng giực làng camera tạm vân tay nhạy giá_thành rẻ mới người mua cảm_nhận,5,17/04/2020,Positive,6,0,0
mua hơn 4tháng nói_chung tầm giá tất_cả ok đáng mua tiếc ko kèm tai_nghe thôi,5,7/8/2020,Positive,2,0,1
mình mua máy đc 10 ngày máy đẹp sài_k nóng máy còn pin ok sài đc 23 ngày cảm_biến vân tay đầu nhạy sài 10 ngày còn mở đc khởi_động máy mới trở_lại bình_thường,4,21/11/2019,Positive,3,1,0
pin trâu màng hình tạm ổn độ sáng cao thiết_kế hơi thô chơi game mượt lqbug sạc nhanh nói_chung dùng 10 ngày cảm_thấy phù_hợp bản_thân,4,21/11/2019,Neutral,2,1,2
con túi_tiền xài ok máy mạnh pin trâu chơi game mượt ko nóng tôi dùngxài liên_tục tằm 12tieng,4,18/04/2020,Positive,4,0,0
tìm_hiểu đọc khá bình_luận về máy mua riêng mình thấy máy ổn chạy mượt vấn_đề trong quá_trình sử_dụng pin trâu thích,5,26/05/2020,Positive,3,0,0
máy nóng camera đc mới mua 2 tháng thôi k biết sau_này sao,2,11/7/2020,Negative,0,0,2
mặc_dù máy hơi mau nóng thích thiết_kế cũ iphone mặc lưng nhám 5 sao thôi,5,15/10/2019,Neutral,1,0,1
k hiểu b chê điểm nào pin k dùng cũg hết no kiamìh dùng thấy 1h k dùg sút 1 pin thế_là yếu à,5,27/05/2020,Positive,1,0,0
pin tốt màn_hình trung_bình khá âm_thanh sống_động cực hay chơi asphat 8 siêu mượt,5,15/11/2019,Positive,3,1,0
wifi bắt tốt chiến game ngon ko nóng máy ko lagchụp hình đẹp thường mua toàn 5 sao hãy 4 sao đt ngon nhân_viên ko đc hài_lòng lắm thái_độ hơi khinh người bớt 1 sao,4,14/02/2020,Positive,3,0,1
tôi mua máy xài cả năm đâuthời gian pin hơi xuống một_chút thôirơi rớt ầm_ầm chả xi nhê cả,5,17/02/2020,Positive,1,1,0
tốt đôi_khi nóng máy nhân_viên phục_vụ ok máy liên_quân tương_đối nhanh ko lag,4,3/7/2019,Positive,2,1,0
máy ngon pin 5000 cực trâu mình dùng làm máy phụ nghe gọi nhắn_tin xem nhẹ netflix gần 2 ngày quá ngon trong tầm giá,5,1/7/2020,Positive,2,1,0
điện_thoại tuyệt chơi game mượt chụp hình cực sắc nét bin trâu chơi game liên_quân khoảng 10h tôi hài_lòng điện_thoại,5,11/7/2020,Positive,4,0,0
thất_vọng mua samsung a50s hình chụp k đẹp màu tái_xanh k rõ hình chỉnh_sửa cắt_xén lem_nhem tệ hơn samsung j7 quảng_cáo quá lố,1,28/09/2019,Negative,0,0,2
máy mình mua xài cầm pin chơi game mượt camera chụp hình xóa_phông tuyệt,5,21/06/2018,Positive,3,0,0
em mua sản_phẩm 1 tháng em tải game 1 tải game nói bắt em store tải em hình_ảnh em chụp freefirepufgthái cổ thần vương em muốn đổi máy hộp còn hộp xấp giấy mất,1,25/07/2019,Negative,0,0,3
máy đẹp bề_ngoài nhìn sang tác vụ bình_thường xử_lý mượt nhanh mình chơi game pin ổn camera ảnh chân_thật khá ok nhược_điểm khả_năng ghi_âm hơi tệ đi xem hòa nhạc quay nghe âm_thanh chói xem video liên_tục hiện_tượng hơi nóng chấp_nhận thấy khá tốt trong tầm giá,4,17/04/2019,Positive,5,1,1
em mới mua còn cảm_ứng quá tệ_hại tệ nhất điện_thoại em dùngbỏ hơn 9 triệumà đổi đt cảm_ứng tệ_hại thế nàybạn nào dùng mình khuyên thật bạn mua a70 nhémình mới dùng mình muốn đổi con mới luôn ývân tay yếucam ứng nảy lung tungnt muôn vứt luôn cả đt,1,15/05/2019,Negative,0,0,4
android 10 máy xài quá ngon bạn mua đicác e vấn_đề thuong nhiệt_tình,5,7/6/2020,Positive,2,1,0
máy đơlag giậtloa nhỏ chụp hình xấutệ mua fpt shop giá trời tệ kinh_khủng,1,16/01/2020,Negative,0,0,4
thánh sai dt e hỏi sai dt cảm_biến vân tay dăt tay nó tự mở màng hình phai ko ạquay ma a vsmart cập_nhật phần_mềm xong muốn mở khoá bằng vân tay phai ấn núut nguôn trươc sang màng hình mới sai vân tay dcsài bất_tiện lắmhãng khác ngta cập_nhật lân thi thêm tính_năng mới còn vsmart thi hại não ng dùng thêm thôi,1,29/07/2020,Negative,0,0,2
điện thoai mua ở điên máy xanh tin_tưởng sản_phẩm chúh hãng mình mua lâu sử_dụng hài_lòng bảo_hành toàn_quốc nhân_viên nhiệt_tình hài_lòng,5,6/11/2018,Positive,2,0,0
nhìn_nhận đầu_tiên điện_máy xanh nhân_viên vui_vẻ nhiệt_tình thân_thiện tư_vấn chuyên_nghiệp máy chụp ảnh đẹp thiết_kế quá tuyệt_vời,5,23/10/2018,Positive,3,0,0
mua nay gần 5 thángmình chơi game khá trải nghiệm thật lòng nói máy ok sài lâu vân tay cảm_ứng camerahiệu năng mọi thứ tốt chiến game nặng mượt_mà max cấu_hình ok hiếmkhi giật lag đáng_kể pin chơi liên_tục tầm 4 tiếng sử_dụng bth hết ngày đáng mua hiểu sao ae mua về chê máy mắc lỗi chắc kh may thôi,5,21/06/2020,Positive,4,0,0
mua 3 tháng xài ok giờ mới nhận e nó android 10 giao_diện đẹp hơn thêm ứng_dụng chụp màn_hình ko bấm phím nguồn vuốt 3 ngón tay thêm ứng_dụng quay màn hìnhmức giá 3tr ko đối thủđang hóng máy mới bác vượng,5,3/7/2020,Positive,5,1,0
mới mua về 10 ngày xuất_hiện tự nhảy cảm_ứng lung_tung bắt wifi khá khém chất_lượng thấp hơn giá,1,21/02/2020,Negative,0,1,2
cả tuyệt_vời ngon trong tầm giá hiệu_năng khỏi bàn mượt_mà cấu_hình mạnh_mẽ,5,19/02/2020,Positive,2,1,0
tôi mua 2 tháng củ sạc máy giờ sạc vô pin tôi đổi củ sạc khác dậy sạc máy sạc bình_thường,3,28/05/2020,Negative,0,0,1
tui xài vsmart live hơn nửa năm trải nghiệm mọi thứ tốt camera cùi bắp thôichụp hình tia sáng nó cắt ngangcòn vấn_đề khác vân tay hay sóng kiểuhôm nay mới cập_nhật mới ổnmáy ko nóng pin oklâu lâu đơ phátrất ngon trong tầm giánói thiệt tầm giá 4tr nào xài đâu,5,7/7/2020,Neutral,2,1,2
rat totok,5,25/04/2019,Positive,1,0,0
mua về dc 1 tháng cảm_thấy thất_vọng cam chất_lượng ảnh quá tệ chụp thiếu sáng chip khá yếu tiếc chuong trình doi tra dong may nay,2,20/04/2020,Negative,0,0,4
mới mua tháng 4 t6 hư mất nghe người_ta nói mình ko nghe,1,6/8/2020,Negative,0,0,2
mua a9 màu trắng thấy hài_lòng thiết_kế đẹp mât pin bền cảm thaya hài_lòng,5,24/11/2019,Positive,3,0,0
máy lắp cường_lực k mn e nghe nói_lắp bấm k ăn sợ rơi vỡ màn_hình toang,5,15/05/2020,Negative,0,0,0
mình mua dc gần cả tuần thấy ổn trong tầm giá game lâu hơi ấm máy chút camera siêu nét game mượt pin trâu đấy ncl điện_thoại chiến game hết sẩy,5,9/5/2020,Positive,3,2,0
trải nghiệm 4th cảm_ứng vân tay nhạy pin trâu zl fb ytoube chơi game vô_tư k lo hết pin camera k nét lắm tầm giá ok m k hối_hận mua vivo y19 mọi người mua,4,6/4/2020,Positive,3,2,0
cấu_hình ổn game mượt pin ảo pin 5000 cảm_giác 4000 còn ai dùng realme hay hiện quảng_cáo cài_đặt tắt nhé hãng chèn quảng_cáo máy giảm tối_đa giá_thành sản_phẩm_giá cấu_hình_như quá ổn máy ngang giá mạnh bằng đâu bực pin ảo thôi,3,7/7/2020,Neutral,0,2,1
mình mua a51 1 tháng thấy mọi người đánh_giá mình thấy lo chắc mình ăn_may dùng tốt bluetooth chạy mượt đi cách xa đt 40m k giật nói_chung tất_cả ok cảm_ơn tgdđ giang trung phú lương thái_nguyên,5,28/01/2020,Positive,2,0,0
sản_phẩm quá tuyệt_vời pin trâu ram cao dung_lượng mọi người mua nhé,5,18/11/2019,Positive,4,0,0
máy ok trong tầm giá đúng đt ko lo về pin chơi games khỏi bàn chụp hình đẹp,4,14/08/2020,Positive,4,1,0
máy mua xong giật mượt màng hình kém nhân_viên nói màng hình đẹp sắt nét chơi game tốt nói ngon toàn lừa,2,4/5/2020,Negative,0,0,3
camera trc vấn_đề nhé buổi tối nhòe nhạt hạt tivi trắng_đen xưa thất_vọng camera ok tuy_nhiên camera hình_ảnh giả sao á,1,14/08/2020,Neutral,0,1,0
tôi gửi phản_hồi về sản_phẩm nhân_viên gọi tư_vấn máy yếu về mạng 4g tôi mới mua 1 tuần máy lỗi tôi đổi máy khác ko,3,19/07/2020,Negative,0,0,1
máy màn_hình quá tồi_tệ thua cả xiaomi redmi note 7 mua về so_sánh bật max độ sáng màn_hình redmi note7 màn ám vàng độ sáng ko cao bằng super amoled l ips lcd đẹp hơn bạn đừng mua máy,1,23/01/2020,Negative,0,0,2
máy mình mua xong cảm_nhận hình_như pin máy lôi hay sao ý xem 1 đến 2 hôm ko đc thì_ra đổi,5,16/08/2020,Negative,0,0,2
mới mua ổn cập_nhật phần_mềm hệ_thống khắc_phục vân tay tăng hiệu_suất pin máy xài tốt vân tay nhạy hơn mình máy ở chế_độ xem youtube xuyên suốt 5 tiếng tốn 30 pin máy hơi nóng k đầu ai muốn mua đừng ngần_ngại chơi liên_quân 0k lắm,1,15/07/2019,Positive,4,0,0
bắt sóng quá yếu k nổi 1 vạch 4g viettel 1 vạch đứng cột phát_sóng bắt yếu,1,19/01/2020,Negative,0,0,1
mẹo ai tụt pin nhanh sử_dụng đt sử_dụng độ sáng thấp khoảng 40 tùy thị_giác tắt chức_năng độ sáng tự_động máy đi thiết_lập giới_hạn ứng_dụng sử_dụng pin đối_với một_số ứng_dụng chạy ngầm facebook vv tắt bớt sóng wifi bluetooth data sử_dụng làm tất_cả bước dù chơi game dữ lắm nguyên ngày hết tầm 70 pin mẹo ai,5,27/11/2019,Negative,0,0,0
cam kém màn_hình tệ cổng sạc khó_khăn người dùng nhân_viên tư_vấn bán hàng training về công_nghệ tư_vấn bán hàng khách_hàng lựa_chọn sản_phẩm phù_hợp nhu_cầu công_việc,1,3/8/2020,Negative,0,0,4
tất_cả ok về khoảng sóng 4g tệ chơi game fps ping cao loa nghe to rõ nhiệt_độ máy khá mát,1,30/01/2020,Positive,2,1,0
sản_phẩm xài tốt đến nay gần 1 tháng lỗi mặc_dù lỡ rớt 12 đt thau nước giảm âm_thanh khoảng vài tiếng hết đến giờ bthg nói_chung bỏ hơn 9tr ưng_ý vô_cùng,5,23/06/2019,Positive,2,0,0
1 màn_hình to 2 pin trâu 3 chơi game mượn 4 xem phim bao 5 sạc nhanh,5,3/2/2020,Positive,3,0,0
tại_sao mặt lưng đt trong hình đt khác ở ghi vivo camera musốc còn tôi vivo designed by vivo cảm chụp khôg ưng lắm,1,9/12/2019,Negative,0,1,1
mấy dùng mấy hôm máy đơ wifi yếu hối_hận mua máy vin quá bin bền chả làm,1,21/04/2020,Negative,1,0,2
mới dùng thấy ok game mượt máy kg nóng cam đủ dùng pin hơi nhanh tụt thêm thời_gian đánh_giá,4,14/05/2020,Neutral,1,2,1
thiết_kế camera giống kiểu iphone đẹp nhà mong gọn_nhẹ bạn a51 8gb rậm chơi game thoải_mái đông à khác rậm vẻ thấp a51 câu hình thay_đổi nể,5,12/5/2020,Positive,2,0,0
camera tốt đánh liên_quan ok máy mượt khá tay pin trâu sạc nhanh trải nghiệm thêm chia_sẻ,5,23/02/2020,Positive,4,0,0
máy dùng ok hoàn_thiện về phần miềm còn nhìu dấu_hiệu khựng nhẹ chơi game or chuyển ứng_dụng đặc_biệt thời_gian kích hoạc bảo_hành máy k đúng mình mua ngày 2552020 máy kích_hoạt bảo_hành 1352020 k hiểu nổi luôn,3,5/6/2020,Negative,1,0,2
thất_vọng về samsung quá mới_đầu muốn mua oppo tgdd thấy con samsung a70 thích mua về sài gần 5 tháng lỗi mình tín_ngưỡng samsung mua con samsung a70 quá thất_vọng giờ ý_định bán con sài_oppo,1,5/2/2020,Negative,0,0,3
sản_phẩm đc mấy hôm đầu ngon thôi ae ạ 1 vài tuần chơi game kém bắt wifi tạm đc chụp ảnh đẹp xem phim nét thôi mình 4 sao nhé nhân_viên phục_vụ tốt lắm tạm ổn giá,4,14/06/2020,Positive,4,2,1
sao máy lúc_nào nóng nhỉ mk treo zallo messager xem youtube 41 độ ui,3,26/07/2020,Negative,0,0,1
pin trâu sạc lâu 20 sạc mất 3h30 mới đầykhi tôi dùng ứng_dụng duolingo một lỗi đơ cảm_ứng nhận tay_trái nhận tay còn tay kia không_thể_nào chạm máy dùng khá đơ,2,12/8/2020,Negative,0,1,2
máy kém chất_lượng về pin xuống tác nước đìa chơi game cực_kì lag ứng_dụng cập_nhật liên_tục cầm 7 chai màk mua con thiệt tiếc muốn đổi trả k xong mong thế_giới di_động nhà sản_xuất xem_lại tình_trạng,1,15/04/2020,Negative,0,0,5
duy eakar tôi cảm thấy điện_thoại tương_lai một điểm chê,5,24/08/2019,Positive,1,0,0
sản_phẩm phẩm tốt_đẹp game mượt sạc nhanh pin khá trâu g90t chơi khá mượt trong tầm giá cam ổn xóa_phông đẹp,5,27/07/2020,Positive,5,0,0
máy mới mua 1 tuầnsao sạc pin 1h đến 4h30 pin mới 85 nóng máy_vậy acho e hỏi máy k ạ,3,27/11/2019,Negative,0,0,1
máy mình sử_dụng 4 tháng nhu_cầu sử_dụng ngày tới nay còn mượt_mà,5,8/2/2020,Positive,1,0,0
xem video mờ kinh_khủng chất_lượng video thua cả realme c3 trong realme c3 giá 2990000,1,22/05/2020,Negative,0,0,2
sản_phẩm hất lượng tốttrải nghiệm hơn về giá cảm_ơn nhà sản_xuất ủng_hộ nội_địa_hoá,5,8/8/2020,Positive,2,1,0
máy tệ tầm 5 triệu chạy midiatek p23 k đáng tiền giật lag thứ,1,23/05/2020,Negative,0,0,3
dùng k sướng lắmtải labankey nhắn_tin chữ_cái loát k kịpchánmay hơi hao pin,3,19/06/2019,Negative,0,0,3
mới mua pin kém quá dù mới đập_hộp tét còn mọi thứ quá tốt chê đâu,1,31/01/2019,Neutral,1,0,1
tôi mua hôm mùng 83 máy mượt chơi game cả tiếng k nóng camera chụp đẹp pin trâu nc phù_hợp vs giá tiền,5,16/03/2020,Positive,3,1,0
mới mua khoảng ½ tháng chơi game tốt tội sạc pin hơi lâu nhân_viên tgdđ lagi nhiệt_tình tư_vấn tâm,5,27/12/2018,Positive,2,0,1
máy xài oke chơi game lag quá đứng hình hoài chắc mất kia,3,15/08/2020,Neutral,1,0,1
đánh_giá 5 sao tuyệt_vời một_số lỗi mong khắc_phục vân tây nhạy pin hơi nhanh tụt 1 tí đảm_bảo trong 1 ngày ss pay thế thôi mong bản cập_nhật sớm nhất cải_thiện còn mọi thứ xứng_đáng một trong em đáng mua,5,2/5/2019,Negative,2,0,3
sản_phẩm tuyệt_vời trong tầm giámình mới mua 2 hôm ngày đầu về mới mở máy pin tụt hơi nhanh đêm sạc xong pin dùng lâu hết 1 ngày chơi game xem phim không_thể hết chiến pubg ok giật lag sạc nhanh cam ok mọi thứ tuyệt_vời 5,5,11/5/2020,Positive,3,2,0
5 tháng sử_dụng thấy máy dùng ok pin ok sạc nhanh chơi game liên_quân hơi lag combat fps ở mức 30 combat tụt thẳng xuống 18fps lag tụt quần máy ko dùng chơi game đc nhu_cầu dùng hằng ngày ok,4,27/09/2019,Negative,1,1,1
dùng thử mấy ngày cảm_giác về độ bền pin ok còn chụp hình quá tệ mức giá tầm 7tr490 loa tặng kèm hay,3,14/04/2019,Positive,2,1,1
tầm tiền mua hàng redmi note 7 tôi sài cảm_thấy sp tốt,2,20/03/2020,Positive,1,1,0
quen dùng anroi quen pin ngoài_ra miễn bàn nhân_viên tư_vấn nhiệt_tình,5,10/2/2020,Positive,2,0,0
sài ok vân tay nhận_diện khuôn_mặt khá nhanh trung_bình khoảng 6 mất 1 pin camera chụp hk đc đẹp rực_rỡ lắm cảm_thấy hk đẹp bằng camera oppo,3,29/12/2019,Neutral,1,2,1
máy mới mua lỗi dùng hơn 1 ngày tự sập nguồn liên_tục hơn 1 tuần kể mua máy gọi điện nhân_viên nói lỗi người dùng hiểu,1,13/04/2020,Negative,0,0,1
máy lỗi liên_tục tự_động treo máy xập nguồn nói_chung dở_tệ thế_giới di_động sửa mới mua 3 tháng nói_chung quá tệ,1,22/04/2020,Negative,0,0,2
mình mua điện_thoại samsung a20s đôi em tự tắt nguồn lí_do mình cập_nhật dữ_liệu điện_thoại xoá tất_cả dữ_liệu,1,28/07/2020,Negative,0,0,1
mới dùng thấy okvân tay nhận_diện khuôn_mặt tốtcảm ơn ace ở cửa_hàng 271 đường quang trungtp thái nguyên nhiệt_tình hỗ_trợ,5,25/05/2020,Positive,3,0,0
chụp ảnh nhất quay video chán quá rõ tiếng mua 1 hôm ko test kĩ về thấy hơi chán,3,5/7/2020,Negative,0,0,2
