comment,n_star,date_time,label,positive_count,neutral_count,negative_count
mình mua s 20 sai mới thư ok chạy muocđáng sợ tiền muacó pin hỏi mầu hếtcho 5,5,26/06/2020,Positive,3,0,1
mua chất_lượng tốt máy sử_dụng ok giá quá hời nhân_viên tgdd mỏ cày chăm_sóc tốt like hãy tiếp,5,4/6/2019,Positive,3,0,0
máy mới mua dc 3ngày nhug hôm wa mới chơi gem giật lắc trong sim viettel 1ngày 2gb nhug mình chơi gem thui 1trận duy_nhất máy nóng,2,6/8/2020,Negative,0,0,1
đt sử_dụng khá tốt pin ổn bắt mạng khá ổn lâu_lâu hơi lag k ảnh_hưởng mấy game ngon nói_chung tuyệt_vời trong tầm giá,5,6/6/2019,Positive,3,2,0
dùng realme5i máy_cái quảng_cáo liên_tục cả ngàynhu cách nào khắc_phục ko,1,29/06/2020,Negative,0,0,1
hài_lòng nhân_viên lẫn sản phẩmnhưng đợi sau_này xem nhu the nào đả tạm 5 sao,5,26/10/2019,Positive,2,0,0
máy khá ngon mượt pin châu hay dính lỗi cuộc_gọi mình k nghe thấy j khởi_động mới dc mong sớm bản cập_nhật phần_mềm mới vá_lỗi,4,16/06/2020,Positive,3,0,1
mua con chụp ảnh tạm đượcchơi đc game nặng màn_hình lâu_lâu đơnhưng chấp_nhận dc pin trâu bòchơi pubg 3 tiếng mất 40 pinnhìn tổng_quát khá đẹp tầm giá mua về chiến game hết sảy,5,11/8/2020,Neutral,2,3,0
mình mua đc 2 tuần pin 4500 sao giờ kiểm_tra chi còn 4100 saocó pin hỏng ko mọi ngườikiểm tra máy ko quá ứng_dụng nào cảup phiên_bản mới nhậy hào pin cực kỳmuốn quay phiên_bản củ bạn nào biết cách mình,3,18/03/2020,Negative,0,1,1
mua dc 1 tháng e thấy máy dùng tốt pin sài lâu bắt sóng wf kém yếu hơn 1 vạch bất_kì máy khác chắc phần_cứng đặc_biệt k hỗ_trợ sạc nhanh nhé tất_cả ae cố_gắng cập_nhật vá lỗi nhé vsmart,4,20/02/2020,Negative,1,1,1
mới mua hôm_nay thấy đáng đồng_tiền mua đt tai phone tặng quá trời chị nhân_viên dthuong tận_tình,5,8/12/2019,Positive,3,0,0
máy đẹp pin trâu hiệu_năng quá tốt camera đẹp nói_chung khá hài_lòng đặc_biệt thái_độ phục_vụ quá tốt nhân_viên cảm_ơn,5,21/01/2019,Positive,6,0,0
mới dùng đc tuần cảm_giác pin tụt nhanhchụp hình tốt trong tầm giá nói_chung sài tốt tiền nào thấy bạn chê chán,5,23/07/2020,Positive,2,1,1
sản_phẩm tốt pin trâu cấu_hình mạnh chơi call of duty nói nghe ko em hỏi e mua 1 tháng dán trước_sau giờ trầy e tháo đi dán tốn phí ạ,4,18/06/2020,Positive,3,0,1
mình mua sam sung a11 bố dùng khá mượt tốt lắm còn màng hình lớn sạc nhanh tốt luôn,4,27/07/2020,Positive,4,0,0
trải nghiệm 5 ngày mua máy dùng mượt tác vụ pin ok chất_lượng camera cả lẫn ko quảng_cáo mong bản cập_nhật xử_lí ảnh tốt hơn,3,4/10/2019,Positive,2,0,1
tôi dùng sao đâu ok chơi pupg tốt ko lag hay mạng tôi khoẻ quá dùng vínmat,5,12/3/2020,Positive,3,0,0
thật_sự quá thất_vọng về a51 mình khuyên mọi người k dùng mình dùng đc 1 tháng đi bảo_hành 2 lần đổi máy mới tgdd k đổi dù 1 đổi 1 trong vòng 1 tháng chắc giờ về mình k dùng hàng sam sung mua đồ tgdd quá thất_vọng,1,12/3/2020,Negative,0,0,2
điểm trừ máy camera máy tệ quá tông màu tạc tượng lần đầu_tiên sử_dụng xiaomi camera máy tệ hơn huawei nova 2i em sài,3,13/01/2020,Negative,0,0,1
sản_phẩm tốt nhân_viên phục_vụ nhiệt_tình hài_lòng vối dịch_vụ điện_máy xanh,5,7/11/2019,Positive,2,0,0
6gb ram đa_nhiệm quá tệ hơi thất vọngđang chơi game tự_nhiên văng màn_hình chính bực mức giá đáng,3,18/12/2019,Negative,0,0,2
công_việc mới xài vị_trí đến xài mất cả 1thoi giận mới trí tức k nhại bén bằng ios ứng_dụng tải về ít ứng_dụng máy qúa thật vọng,1,9/1/2020,Negative,0,0,2
màn_hình 5 sao mong mọi bên tư_vấn giúp em ạ khong hiểu rõ cả em hỏi máy hỗ_trợ 4g ko ạ,3,9/2/2019,Neutral,0,1,0
điện_thoại đẹpcấu hình ổnnhưng pin wa đêm tụt 15có ai giống tôi,4,26/02/2020,Positive,2,0,1
sản_phẩm tươg đối tương_xứng giá sử_dụng ở mức bình_thường ok mong nhân_viên nhiệt_tình hơn,4,17/05/2020,Neutral,1,2,0
thấy tạm mua sao que chọc sim mới mua sáng thấy khá ok biết bền người già dùg tốt,4,21/03/2020,Negative,0,1,1
pin trâu cảm_ứng nhạy mượt camere ok nhạc nghe tạm nóng mở chương_trình khoảng 36 độ mạng wifi căng đét đặc_biệt hệ hànhandroid 9 pie vivo os 91 thông_minh đă năng xử_lý ứng_dụng hỗ_trợ người dùng am công_nghệ hài_lòng em mua máy cũ bảo_hành 65 tháng 2100000 cảm_ơn nhà sản_xuất tgdd,5,1/4/2020,Positive,4,1,0
máy mới mua về sài thấy ỗnchơi game đôi lắcpin mới về sài lâu sài dc 1 tuần nó hao quá,3,9/6/2020,Neutral,0,2,1
máy tốttrải nghiệm liên_quân ổn đi bật đồ_hoạ thấpfix lagram 16gb lo đầy bộ nhớmàng hình hd ok máy khá tốt_số tầm giá,5,10/6/2019,Positive,4,1,0
dùng 1 tháng 12 ngày nói_chung ok chụp ảnh nhanh lấy lết nhanh hơn a50 chơi game dùng 3g vietnamoble ok kiểu_dáng đẹp hơn a50 mới mua thấy pin 3400 hơi băn_khoăn dùng thoải mai sắc 15 phút dùng 2 tiếng,5,28/05/2019,Positive,5,0,0
ko biết mình mua nhằm đợt điện_thoại kèm chất_lượng hay 9 tháng sử_dụng giờ e nó xem phim đơ nghe nhạc đơ game đơ mở khóa khuôn_mặt vô_dụng nói tóm_lại đa e nó viện bảo_tàng,1,27/11/2019,Negative,0,0,2
minh mới mua iphone 7plus hồi hôm_qua máy dùng mượt phần pin nó mau tuột quá,5,30/05/2018,Neutral,1,0,1
máy tốt chơi game ngon gọi tuyệt_vời cam chụp đẹp pin khá trâu thiết_kế đẹp tràn viền,5,2/4/2020,Positive,5,0,0
ấn youtube xem 720 oimeoi bây_giờ xem 720 tệ thật_sự đấy biết samsung làm nó cạnh_tranh hay nổi_bật ở điểm nào,4,24/07/2020,Negative,0,0,1
máy dùng mượt pin khá trâu sạc nhanh nói_chung okeeai ý_định mua máy okee k lo nhé,5,7/7/2020,Positive,3,0,0
em mới mua con active 3 sài tốt trãi nghiệm tác vụ hàng ngày mượt máy phản_hồi nhanh_chóng chiến game ok liên_quân mobile kể_cả tựa game nặng call of duty moblie trơn_tru còn gặp anh_chị nhân_viên thế_giới di_động nhiệt_tình máy đáng mua nha,5,2/8/2020,Positive,3,0,0
máy tương_đối đẹp thích lắm về độ dày máy đặc_biệt hơi buồn trang_bị ốp lưng sản_phẩm mọi thứ khác ok trong tầm giá,5,9/3/2020,Neutral,1,2,1
xài lần não hãng 11 ung y nhất xài appel xài màu đỏ logo vàng hoặc ngược_lại khỏi nói tới độ sang chảnh giới thuong luu appel cầm màu đỏ khỏi tới gần quy phai thanh_lịch ve_thân thái logo tiền rinh cai 11 về,4,11/3/2020,Positive,1,0,0
về sạc pin tắt sạc nhanh đi ngủ cắm đến sáng pin về giá a71 xứng tầm giá 67 triệu đẹp,1,15/04/2020,Negative,0,0,2
ý_kiến riêng mìnhsau 3 tuần sử dụngpin tuy 4500 mau hết nhahchơi game class of clan 5phút máy nóng dần lênđể đêm tụt 3có sạc nhah sạc nóng máy quáchụp ảnh tạm ok,3,13/04/2020,Negative,0,1,2
em choi pubg mobile nó mượt lắm ạ chơ nhìu nó nóng thường ngâm nước hạ_nhiệt,5,17/04/2019,Neutral,0,1,0
moi mua hôm_qua máy còn 25 sai đến sáng thu game thấy muot số con oppo mở sainói chung thấy ok_dụng mong_đợi 5 sao,5,27/06/2020,Positive,2,1,0
thật đáng thất_vọng về a50s mua sử_dụng củng đc 4 tháng bây_giờ muốn chuyển iphone sử_dụng luôn mua thử kết thật thất_vọng,3,26/05/2020,Negative,0,0,1
mua hay đắng đo một_chút xem comment toàn ít sao trải nghiệm mua về đôi phần đúng sạc nhanh vô_cùng 100 sạc tầm 1h30p chụp hình khỏi chê bao ảo bảo đẹp mình bỏ gần 7 chai mua camera hài_lòng cảm_ứng vân tay khuôn_mặt người bảo k nhạy mình nhạy tốt pin k trâu lắm nhanh xuống lắm tư 100 xuống 99 nhanh oppo a91 ok pin xem_lại,3,7/4/2020,Positive,3,2,0
pin tuột hơi nhanh hơi nóng máy chơi game hoặc coi phim liên_tục chế_độ sáng cao bù máy chạy mượt dáng máy đẹp nói_chung đáng đồng_tiền bát gạo,4,17/07/2020,Positive,2,1,1
chơi game liên_quân j lag k đánh đ máy 7t5 còn thưa huawei gr5 nửa đem tgdd nó nói máy k j tất_cả ổn chán gậm 6g cục gạch,1,18/05/2019,Negative,0,1,2
đt mới mua hôm_qua tới giờ nóng máy quá k chịu nổi luôn á pin sạc dc k,1,1/1/2020,Negative,0,0,2
vừa_mới mua chơi game tuyệt có_điều biết tắt nút vân tay lâu_lâu vứng nút nó tự bật,5,17/11/2019,Neutral,1,0,1
màn_hình tự sáng tự tối mặc_dù tắt chế_độ sáng tự_động lỗi gọi điện_thoại tự sáng dù nhấn nút tắt màn_hình,1,10/8/2020,Negative,0,0,1
camara 32 cùithua xa m5 21 cảm_ứng nhảy lung_tung ko ăn chạm viền màn_hình đeo ốp lưng hết đeo ốp lưng hình_như máy bắt sóng kémpin 45ah màn_hình 67 tui chiến game dc hơn 10giờ 1 lần sạc khủng ròyvân tay nhanh chạmnhưng okloa max 100 nghe củng lớnchỉ camara giống đồ phế_liệu,4,8/5/2019,Negative,1,1,2
dùng 2 tháng ok pin trâu cấu_hình mượt k tệ bạn kia nói mau tụt pin lag đơ kiểu giờ đt hàng tá dòng nào k lỗi,5,4/7/2020,Positive,2,1,0
mik mua xiaomi redmi note 9s cx đc 10 ngày r sài ok tại_sao đăng_ký mạng v,4,26/04/2020,Positive,1,0,0
ss a71 tại_sao livestream facebook bình_thường mở xem_lại video phóng to hình_ảnh lệch một bên nhờ ad giúp cách khắc_phục thanks,5,8/7/2020,Neutral,0,1,0
pin trâu chơi pubg còn khựng dung_lượng ko ổn địnhem tải hai bản pubg hàn việt khoảng 8 gb ứng_dụng fbzaloyoutobecác kiểu h máy còn 3 gb,3,6/5/2020,Negative,1,0,2
máy nói quá chán đơ lag giật liên_tục chụp ảnh màn_hình mãi mới chụp quad thất_vọng muốn trả máy đi xong ngày khởi_động mấy lần liền kỹ_thuật bảo ok chẳng hoeeur ok ở đâu,1,27/07/2020,Negative,0,0,3
sp quá tốt chê chỗ nào loa hơi nhỏ vấn_đề còn chức_năng khác quá tuyệt_vời,5,16/11/2019,Neutral,1,0,1
ngon pin trâu chơi game ngon camera đẹp miui 1106 hao pin vl bác ạ,5,9/3/2020,Positive,3,1,0
tuy trải nghiệm dòng máy thuộc_tính giá quá ok,4,2/3/2020,Positive,1,1,0
ai trường_hợp vặn nhẹ 2 đầu nghe tiếng tách trách mọi người biết lỗi mới mua mới 3 ngày_nay mới phát_hiện,5,3/2/2020,Negative,0,0,1
máy xài mượt tội hơi nóngngoài cảm chụp đẹp độ phân_giải 64mpnhưng tôi thấy số hơi ảo sợ thực_tế,5,16/11/2019,Neutral,0,2,0
mình xài dc 1 tuần đánh_giá thế loạn cảm_ứng nặng mua chụp hình chơi dc mua chơi game mình khuyên bạn nhất_là liên_quân,2,3/6/2019,Negative,0,0,2
chất_lượng lắm nha nhân_viên phục_vụ nhiệt_tình_yêu thegioididong,5,29/02/2020,Positive,2,0,0
hỏi mình mua đt 3 tháng dùng tốt tu nhiên dùng tự_động tắt nguồn rõ nguyên_nhân sao kg gửi tin nhắn tổng_đài hôm đem wa tgdd kỹ_thuật_viên coi dùm cài_đặt sao về kg gửi tin nhắn tổng_đài gửi sỏ nào trừ số tổng_đài,3,4/6/2020,Negative,1,0,3
mua 1 tuần mình để_ý reset kích_hoạt bằng mạng wifi fpt lỗi vặt còn wifi khác lỗi mở sáng màn_hình ko đc nhé thử reset kích_hoạt 5 lần,5,21/05/2020,Negative,0,0,0
samsung a51 chạy xiaomi note 8 cấu_hình_như nhau xạc 15w kém xiaomi note 8 3w giá đắt hơn 3tr,3,29/12/2019,Negative,0,1,2
sản_phẩm dùng khá ổn chữ bàn_phím hơi nhỏ người lớn_tuổi khó dùng còn ok ổn,4,13/02/2020,Neutral,1,0,1
nói máy tuyệt pin trâu chụp ảnh xoá phông siêu đẹp nghe nhạc cực thích,5,12/8/2018,Positive,4,0,0
máy ok mượt tốt tầm giá quá tuyệt_vời quá ngon máy đến hân viên 1000 sao tui củng luôn,5,26/03/2019,Positive,3,1,0
cam zoom khá xa pin cực trâu chiến game tốt loa tobắt mạng khá xa tốt trong tầm giánhân_viên tư_vấn nhiệt_tình,5,2/6/2019,Positive,6,1,0
sao cập_nhật android 10 nó hay giật lag ạ tư_vấn giúp e ạ 3 nó giật lag thoy còn ngoài_ra tuyệt_vời ạ,5,28/07/2020,Neutral,1,0,1
tôi hài_lòng dử_dụng vsmart joy 3 cấu_hình máy rộng chơi đc tựa game đặc b iệt pin khủng giúp tôi sử dung tới 2 ngày ko sạc hài_lòng,5,1/5/2020,Positive,3,0,0
mình mua máy tgdd ra_mắt đặt_cọc tới nay 1 tháng hơn lỗi bất_cứ chổ nào máy ngon pin sài khá tốt mình chơi game liên_tục 3 tiếng liên_quân tuột 40 pin sài 1 ngày tối_ưu hoá pin sạc dọn rác thường_xuyên ok mấy bạn à,5,15/05/2020,Positive,2,1,0
lấy máy chiều nghe nhạc êm cảm_ứng nhạy nhân_viên phục_vụ tận_tình,5,22/04/2020,Positive,2,0,0
mua dùng hơn 1 tuần tiếc ko samsung pay ngoài_ra mọi thứ tuyệt mượt_mà trơn_tru pin ổn ok,5,22/03/2020,Positive,3,0,1
mới mua chua biết tnnhung dùng thi tệ moi nguoi nóichất lượng thật_sự bằng con j4 thường emnhân viên nhiệt_tình,4,9/7/2020,Neutral,1,0,1
mọi thứ sài oke game giếc gọi chơi phù_hợp tôi hài_lòng tội sạc pin khá lâu,3,31/05/2020,Positive,2,0,1
mình mới lấy máy tối 1 ngày dùng thấy pin khá tốt cảm_ứng mượt chụp hình bình_thường đọc báo hay coi youtube hình_ảnh ko đẹp chiều sâu bằng máy tầm trung khác asus hơi chút thất_vọng,3,14/09/2019,Neutral,2,1,2
máy chính hãng hoạt_động tốt thiết_kế màu_sắc_đẹp_mắt chính_sách hỗ_trợ khách_hàng kh nhu_cầu hỗ_trợ tốt,5,9/8/2018,Positive,3,0,0
tệ đt giờ nói điện_thoại khác ma chạy android thy con kem về mọi mặt ma mày đat đo,1,3/2/2020,Negative,0,0,3
máy pin 5000mah thực_ra cỡ 35000mah thôi pin tuột nhanh đúng con_số 5000mah đưa quảng_bá,3,3/10/2019,Negative,0,0,1
sạc tiếng dc 10pin éo hỉu sạc nhanh kỉu còn nóng máy trong k sd camera xấu cực thất_vọng,1,11/4/2020,Negative,0,0,4
k mua tuyệt_đối_k mua khuyên bạn chân_thành k mua sản_phẩm thế_giới di_động mua blabla đủ máy lỗi toàn đổ_thừa khách_hàng bắt bảo_hành trả phíchán tgdđ lắm,1,7/3/2020,Negative,0,0,2
note 8 pro xài chip snap 730 trở đúng siêu phẩm tôi thích chip helio lắm xài mượt,3,10/10/2019,Negative,0,0,1
vân tay màn_hình k đc nhạy lắm ấn gĩu lâu lắm mới nhận đc chán mở khoá vân tay,4,18/01/2020,Negative,0,0,1
mới mua 1 ngày mình nhận_xét mở khóa vân tay màn_hình khá chậm đôi nhận vân tay thử lần mới máy chụp ảnh tạm chấp_nhận dù mặt lưng bằng nhựa nhìn kung đẹp nào về cấu_hình máy quá ổn chơi game tai_nghe máy thích loại lắm đeo khó_chịu quá,4,25/02/2020,Neutral,2,1,2
chơi game đơ game quài thoát vân tay dc khuôn_mặt cung wifi 3g dag yếu dần,1,13/01/2020,Negative,0,0,2
mình thấy kiểu_dáng ip11 đẹpgiá tiền hợp_lý trong bộ 3 ipchỉ màn_hình cắt_giảm hợp_lý lắm,4,24/06/2020,Positive,2,0,1
cập_nhật miui 11 điểm antutu 285k luôn chơi liên_quân mượt lắm nhe mở đồ_họa cao mở hd luôn ko lag,4,18/02/2020,Positive,1,0,0
điện_thoại sài mượt_mà chụp ảnh đẹp chơi game mượt nhân_viên dễ_thương tận_tình muốn iu luôn,5,9/5/2020,Positive,3,0,0
trc h sài đt chua thấy nào chán thê vân tay k cột sóng yếu lần cất đt trong túi quần cuộc_gọi zl hay messenger ấn nghe k tài nào nhận đc toàn gọi khó_chịu vô_cùng bận thế gạp ai nóng_tính khuyên mua đồ china sài còn ngon hơn,1,26/06/2020,Negative,0,0,2
mua dùng dc 2 ngày trừ vân tay nhận ko xài ổn chơi game nặng mượt pin trâu xài hỗn_hợp game dùng tác vụ hàng ngày dc tận 8 tiếng nhân_viên tư_vấn nhiệt_tình,4,13/09/2019,Positive,4,0,1
chả hiểu bác dùng thế nàochứ e thấy ngonổn áp mượt_mà e dùng live đến actv 3 joy 3 cảm_nhận mọi thứ ổnlỗi vặt ko máy nào lo,5,21/06/2020,Positive,1,0,0
tôi restore ứng_dụng máy cũ sang danh_bạ nhập tốt một_số ứng_dụng restore yoosee virber zalo tuy_nhiên thấy biểu_tượng xuất_hiện trong màn_hình chờ thao_tác một_số ứng_dụng restore samsung note nhờ kỹ_thuật hướng_dẫn giúp,4,30/01/2020,Negative,0,0,1
sản_phẩm không_thể chê ở điểm nào trong tầm giá ngoại_trừ 1 điểm loa thua cả trắng_đen mở nhạc hay youtube rè k chịu mong samsung sửa_chữa chúng_tôi gửi bảo_hành mình mua máy làm máy phụ cần_thiết hiệu_năng mạnhchỉ đánh_giá nhiêu thôi mới dùng 1 ngày mong nxs chỉnh_sửa đc loa tôi gửi đi làm loa thật_sự loa thua trắng_đen ý,3,16/03/2020,Negative,1,1,1
nói_chung k mua thấy thời_gian dùng pin mấy tac vụ sụt pin quá trong thời_gian chờ sụt pin chán samsum lắm,1,16/02/2020,Negative,0,0,3
nói_chung ok nhân_viên phục_vụ tận_tình máy mình cầm nó hơi nặng_tai,4,19/07/2020,Positive,2,0,1
điện_thoại mượt lướt thoải_mái pin trâu sạc nhanh camera chụp vừa_ý lắm nét nhất camera chụp tối vân tay đôi_khi nhạy nói_chung sài ổn,4,25/04/2020,Positive,3,0,2
quá tuyệt_vời mọi ng ch dùng e nó sao biết mình nó hoàn_toàn đầy_đủ đáp_ứng mọi nhu_cầu tuy chip p90 khôg thiên về game nhưg nó cân bằg tốt về mọi mặt nhiệt_độ máy dùng quá mượt sạc nhanh pin quá ngon,5,21/07/2020,Positive,3,0,0
mới mua lâu hết pin cực về tụt pin như_điên trong còn bảo_hành tới 23 tháng 7 gần 10tr nó còn cùi hơn con redme not 8 6tr vân tay chậm nhận_diện khuôn_mặt max lâu hay sai chán,2,10/6/2020,Negative,0,0,4
gọi zalo loa kêu rít xước đĩa máy mới mua dc 1 tuần chán muốn bán mất 20 tiền,1,14/06/2020,Negative,0,0,1
lần đầu xài samsung lần cuốimáy chạy bất_ổncùng một vị_trí máy ngta sóng mạnh còn máy hai vạch,1,9/1/2020,Negative,0,0,3
máy tốt trong tầm giá giad học_sinh châtd lượng phụ_huynh nói_chung ngon sản_phẩm mua,5,18/12/2019,Positive,1,1,0
ngon mak sạc nhanh hơn máy chơi game quá tuyệt_vời sản phảm tốt fps ít tuột,5,18/07/2020,Positive,2,0,1
mình sử_dụng mình thấy chụp hình thực_sự hài_lòng lắm chụp cảnh cự đẹp chụp hình người cực sấu,1,7/5/2017,Negative,0,0,1
mình mới mua dc 2 tuần mọi thứ ổn ngoại_trừ vân tay ai mình ko,4,15/01/2020,Neutral,1,0,1
điện_thoại quá tệ mới mua về khởi_động dùng sạc mới nguồn điện_thoại tự_động tắt nguồn dù còn đầy bin tắc nguồn bật nguồn dùng sạc mới giờ sạc bin,1,10/12/2019,Negative,0,0,3
pin trâu đấy mới mua đx 1 tuần máy nó treo logo samsung 3 lần khá buồn,3,21/06/2020,Negative,0,0,2
mình mua đc 7 ngày cảm_ứng lỗi chơi game chán vl ai í định mua chơi game bỏ nhé,1,17/06/2019,Negative,0,0,2
sử_dụng 2 tháng thất_vọng sam sung hiệu_năng kém mạng di_động wifi ổ địnhpin tụt khá nhanhnóng máy,1,24/07/2020,Negative,0,0,4
cập_nhật adroid10 lag đơ kiểu loa bé xạc pin lâuchỉ muốn đập cả máymua tám triệu ko bằng con opop 4 triệu,1,29/05/2020,Negative,0,0,5
máy dùng tốt pin bền bắt sóng tốt mượt dùng ổn_định mình thích dùng oppo dùng sang máy cảm_nhận tốt giảm sâu,5,16/07/2020,Positive,5,0,0
tốt nhân_viên thân_thiện nhiệt_tình máy ko cài ứng_dụng phím tắt nhanh vác trình quét rác cảm_biến nhận_diện hoạt_động hoàn_hảo,5,28/01/2020,Neutral,1,0,1
dùng đc 2 tháng r khá tốt chơi game mượt khỏi chê chụp hình khá nét nói_chung tốt,5,7/8/2019,Positive,3,0,0
gần một năm sử_dụng tôi đánh_giá_như cam gọi video mờ kéo sóng hơi yếu gần cảm_biến vân tay nhạy mặc_dù tay sạchnhiều xóa_vân tay đi cài hiệu_năng ổn game free fiee ẩn một loading mong nhà phát_hành sớm bản cập_nhật sửa lỗi nêu,3,8/10/2019,Negative,0,0,3
mới mua em nó về cảm_thấy khá hài_lòng thiết_kế đẹp pin trâu cầm tay mức giá khá hài_lòng,5,17/04/2020,Positive,4,0,0
mình chơi game chọn máy tốt về camera màu đen tạo cảm_giác máy doanh_nhân sang chảnh màn_hình 65 làm máy sexy hơn máy màn_hình 62 một máy thương_hiệu khiến người cảm_thấy mình chanh sả tương_lai đổi máy giá_trị bán máy mượt người dùng phổ_thông mình cảm_nhận máy chậm chỗ nào cả,5,9/8/2020,Positive,3,0,0
sử_dụng 18 ngày gặp lỗi sử_dụng vân tay vài lần khởi_động máy mới bình_thường sử_dụng sập nguồn khởi_động mọi khác ổn,3,9/2/2020,Negative,1,0,2
sp quá tệ sd hơn 1 tháng hư sạc màu màn hịnh nhạt loa nhỏ k chức_năng cảm_biến gi hết,1,19/01/2020,Negative,0,0,4
sản_phẩm quá tệmới mua hôm_qua sài bin tụt nhanh k sài tụt binmáy mới hộp sản_phẩm k bọc bên ngoài hộp giống hộp bóc vậyhối hận mua,2,12/3/2020,Negative,0,0,3
mua dc mấy tiếng nhận_xét dc quan_sát ban_đầu hình_như dữ_liệu dt luôn_luôn ở mức 3g dù hỗ_trợ 4g,3,10/3/2020,Negative,0,0,1
hơi giày mượt_mà chạy ứng_dụng tốt nhân_viên ok hài_lòng 0965603839 0348185898 số phone mình mua hàng ở thế_giới di_động máy năm nay,5,26/11/2019,Positive,2,0,1
samsung a70 mở khóa bằng vân tay quá tệ k sử_dụng vân tay dù lau màn_hình lau tay sạch máy mới mua 2 ngày đưa tgdd kiểm_tra nhân_viên kêu lỗi xác_định gửi về hãng test lỗi camera nhìn kĩ thấy gợn sóng quá tệ,1,29/07/2019,Negative,0,1,3
máy xài ổn_định camera đẹp game full seting chạy ko lag muốn xài vân tay ko dán cường_lực ko ăn dán miếg thường thôi pin tạm ổn ko trâu lắm dùng ổn_định 15 ngày ko chơi game vài fb wed phim đc sạc nhanh ko sai_lầm đổi note 10 plus,4,29/01/2020,Positive,4,0,0
không_thể tin nổi game cực mượt pin trâu vô đối mức giá quá tốt mali g76 quá khác_biệt,5,16/10/2019,Positive,3,0,0
máyđẹpxàiokchohỏi làmáycó android 10 k ạ vàkhi nào nâng_cấp ạ,5,1/3/2020,Positive,2,1,0
máy sài ổn pin hơi thấp lâu_lâu giật màn_hình chs game hơi loạn pin sử_dụng trong 1 ngày ns chug trong tầm giá z ổn,4,21/07/2020,Negative,1,1,2
trải nghiệm tuyệt_vời sản_phẩm ưng_ý đáng đồng_tiền bát gạo tiền nào nấy,4,13/06/2020,Positive,2,0,0
máy đẹp ổn xài hơn tuần văng mấy ứng_dụng nhẹ_nhàng messenger pin 4000 xuống quá nhanh đem hàng thegioididong kiểm_tra admin,3,7/1/2020,Negative,1,0,2
máy thiết_kế đẹp cấu_hình cao chụp hình đẹp giá mền mình xài màu trắng á,5,27/12/2019,Positive,4,0,0
mua gần 1 tháng máy bắt sóng mạng 4g yếu con tốt sài thêm vài bửa coi sao,3,29/04/2020,Neutral,1,0,1
bluetooth chập_chờn vân tay vân chân bảo 1 chạm ấn gãy tay ko đc quét khuôn_mặt tùy_hứng máy chạy ẩn tự khởi_động treo logo nói_chung thất_vọng tràn_trề,1,22/01/2020,Negative,0,0,3
sản_phẩm tuyệt_vời tôi ưng nhân_viên nhiệt_tình,5,30/05/2020,Positive,2,0,0
mới mua 13tr900 giờ giãm nữamáy sạc nhanh s nóng vậypin củng dần_dần mau hết,4,24/06/2020,Negative,0,0,2
mọi người em hỏi máy em mới mua khoảng 5 ngày_nay mở ốp thấy nó hở mình hỏi hở k hay thiết_kế,4,16/08/2019,Negative,0,0,1
mình mua dt dc một tháng chụp ảnh mờ 4 mắt chụp ko bằng một mắt cũ,1,15/01/2020,Negative,0,0,1
sao máy chụp hình chất_lượng kém quá phóng to x2 thôi rỗ hình ad giải_đáp giúp,2,21/05/2020,Negative,0,0,1
2 ngày sử_dụng máy tệ pin tụt tất nhanh chơi game legends mobie tốn 10pin 1 trận hao pin kinh lắm mua máy song hối_hận,1,31/07/2019,Negative,0,1,1
mua đc 3 ngày đánh_giá nhanh ngoại_hình đẹp mọi thứ ok mình k chơi game lướt face youtube nghe gọi pin tuột khá nhanh,5,30/07/2019,Positive,2,0,1
điện_thoại mua tiki giá 2890000 phiên_bản 4g ram thôi bạn ơi mình mua hai máy nguyên siêu kích_hoạt bảo_hành nói_chung chất_lượng tốt vsmart thông_tin bảo_hành điện_tử minh kiểm_tra biết kích_hoạt hay à,5,30/07/2020,Negative,0,0,0
điện_thoại cấu_hình đẹp mượt độ nhạy ok camera khá tốt pin xài trâu chơi cả đêm đến sáng thức dậy đi cà_phê pin còn 65 chơi game hề giật lag,4,27/09/2019,Positive,4,0,0
a71 bắt wifi kém tải ứng_dụng tải hoài trong wifi bình_thường điện_thoại mới mua mấy ngày pin tụt vèo_vèo ưu_điểm ở camera chụp đẹp màn_hình màu_sắc_đẹp thật_sự hơi thất_vọng cảm_giác mong_đợi lắm,3,19/07/2020,Negative,2,0,4
máy đẹp sang sd ok máy mượt pin sd lâu mới hết cả ngày luôn ngày hôm mới sạc nhanh khoảng chừng 1 tiếng 5 phút đầy ko lâu iphone mất gần 3 đến 4 tiếng đầy sd lướt web facebook youtube nghe nhạc hay đặc_biệt nghe bằng tai nfhe akg xứng_đáng số tiền bỏ,5,21/04/2020,Positive,6,0,0
dùng 5 tháng sử_dụng pin ok máy chạy mượt ứng_dụng hài_lòng,4,10/6/2020,Positive,3,0,0
giá_cả hợp_lí nhân_viên vui_vẻ nhiệt_tình mik mua về dùng cảm_thấy tốt,5,20/04/2020,Positive,3,0,0
mới dùng 2 ngày trãi nghiệm máy cảm_giác sài tốt một_số ứng_dụng sử_dụng mình nó ahamove beaminhơi thất_vọng ở điểm,3,31/05/2020,Neutral,1,0,1
