index,comment,n_star,date_time,label
208,"sản phẩm sử dụng tốt, cấu hình cao và chạy ổn định. Chế độ bảo hành tốt, rất hài lòng",5,3/11/2018,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
209,"Mình thấy chip 865 có 1 chip xung nhịp 2,84 trong đó chip 855+ có 1 chip xung nhịp 2,94 lận thì sự khác biệt giữa 2 chip này là gì vậy tại sao chip mới hơn lại có xung nhịp thấp hơn nhỉ",5,6/4/2020,{OTHERS};
210,"Pin quảng cáo pin trâu mà nhanh hết
Cảm biến vân tay quá tệ, dở hơn các đời máy cũ nhiều.
Không xứng đáng với giá tầm trung là hơn 9tr",2,14/09/2019,{FEATURES#Negative};{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Negative};
211,"Pin trâu chiến game mượt liên tục đc khoảng 6-7h, chụp hình khá đẹp tuy cũng có k vừa ý nhưng trong tầm giá này là tốt ^^ nếu k chơi game nhiều chỉ nt chụp ảnh và có tg nghĩ máy trì đc gần 12h nói chung là rất hài lòng với sp",5,31/07/2019,{CAMERA#Positive};{BATTERY#Positive};{GENERAL#Positive};
212,Điện thoại bây giờ rẻ hé. Con smart phone đầu tiên tui dùng là 2tr. Cách đây 5 năm. Nó có thông số tạm có thể coi là ngang vs con này. Nhưng nếu so ra con đó còn thua con này xíu. Mà 2tr thời đó như bánh xe bò chứ ko phải như hiện tại. Con này thích hợp làm con sơ cua. Sài khi hết pin điện thoại chính. Dùng nhắn tin. Nghe truyện ma. V.v...v,5,30/05/2020,{PRICE#Positive};{OTHERS};
213,"Ms mua con note 10 lite,giờ sạc k vào luôn,k pk la bán máy cho khách cũ hay mới nữa,tệ thật,làn ăn kiểu gì k pk,giờ đem lên k pk cho đổi hay trả k pk,buôn bán k khác lừa đảo,máy tệ",1,23/07/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};
214,"Ngoại hình đẹp, nói về cảm biến vân tay thì khi dùng lâu lâu bị không khớp nhưng ok",4,22/03/2020,{FEATURES#Neutral};{DESIGN#Positive};
215,"Màn hình xem phim khá đẹp nhỏ gọn 
Camera sau đẹp camera trc hơi mờ tí pin trâu 
Mới mua hôm qua thấy chơi game lâu lâu lag tí nhưng cập nhật phần mềm x thì k còn nữa khá mượt 😀",5,4/6/2020,{SCREEN#Positive};{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Neutral};
216,Máy dùng mượt.chỉ tôi ng hết pin .xem phim chỉ dùng dc 3.4 tieg là là pin.mang tiếng pin 4500,2,13/04/2020,{BATTERY#Negative};{PERFORMANCE#Positive};
217,"Máy xịn , sử dụng chíp sn855 quá đỉnh , màn hình đẹp , chụp ảnh thật , chơi game trên con này bao đã",5,4/3/2020,{SCREEN#Positive};{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
218,mình là khách hàng của quen với tgdd được 8 năm nay rồi nhưng mình chưa bao giờ gặp phải trường hợp máy tự dưng hỏng came và đèn falas ntn,1,3 tuần trước,{CAMERA#Negative};{FEATURES#Negative};
219,Nhân viên tgdd có quá lừa hơi đau đấy.nói là máy này chơi mượt lắm cuối cùng thì hazzz 6g mà cứ tưởng 2g chán.,2,22/07/2020,{PERFORMANCE#Negative};{SER&ACC#Negative};
220,"Sản phẩm tốt , phục vụ nhiệt tình . Nhân viên rất tốt  . Điện thoại lướt rất mượt mà . Đáng túi tiền",5,12/4/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
221,"Tốt ở chỗ loa to rõ ko rè, màn hình dễ nhìn .",5,16/03/2019,{SCREEN#Positive};{FEATURES#Positive};
222,e vừa mua Oppo a1k e muốn đổi cục sạc ạ sạc bị lỗi mong nhân viên tư vấn thêm ạ cảm ơn,5,10/1/2020,{SER&ACC#Negative};{OTHERS};
223,Không tốt chút nào mình mới mua về có bốn tháng lại hư hỏng bảo hành còn lại mất tiền các bạn nhớ cân nhắc khi mua Samsung galaxy a70 không đánh giá sao nào sạc thì cực nóng máy hỏng hóc thì lỗi thừa người dùng,5,19/11/2019,{BATTERY#Negative};{SER&ACC#Negative};{OTHERS};
224,"Máy thiết kế đẹp,loa to rõ,chụp hình xoá phông đẹp,hệ điều hành IOS mượt mà,tuy nhiên máy dùng nhanh bị nóng,sạc pin tầm khoảng 3 tiếng hơn,mình ko chơi game,chủ yếu lướt web,Zalo,messenger,Facebook... thì thấy quá ổn với em này",3,8/9/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Neutral};{DESIGN#Positive};{GENERAL#Positive};
225,"Vân tay cạnh viện không được tối ưu tốt
Màn hình nhìn nghiêng sẽ thấy bị nhoè bóng đen
Camera chụp hình dở thật, bị vỡ điểm ảnh, chụp ban đêm rất tệ luôn
Thời Lượng Pin không được như quảng cáo
Máy không tối ưu tốt cho các ứng dụng
Và còn nhiều lỗi vặt khác...
Tầm giá này thật sự không đòi hỏi được gì nhiều!
Mong bản cập nhật tới sẽ tốt hơn!",3,15/04/2020,{SCREEN#Negative};{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};
226,"Máy tốt mới mua sử dụng rất tốt pin khoẻ,một sp giá tầm tru g thật tuyệt với
Love",5,21/04/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};
227,Mọi thứ đều tốt trừ cái quảng cáo quá nhiều cần khắc phục  mọi thứ máy đều ổn mk mới mua máy cảm nhận vậy,3,31/05/2020,{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};
228,"Sáng qua, mình ghé TTDD ngã 4 Âu Cơ, chị Anh và bạn Khoa ở đây rất nhiệt tình, đáng yêu! Mình đã xài dt dc 1 ngày, pin khủng, màn hình đẹp tràn viên, bộ nhớ hơn 22 GB, mượt, vỏ dt cực đẹp dc tặng tai nghe bluetooth 450k, kèm ốp lưng! Nói chung mình ưng ý và sẽ ủng hộ TGDD thêm nhiều!",5,4/3/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
229,"Thiết kế đẹp, cảm ứng nhạy, chụp ảnh đẹp, mượt, Nhiều tính năng nhỏ cực hay chưa test thử game nặng nên chưa biết thế nào, có điều rung rất nhẹ. nhân viên nhiệt tình dễ thuơng.",5,2/1/2020,{CAMERA#Positive};{FEATURES#Positive};{DESIGN#Positive};{SER&ACC#Positive};
230,Máy đẹp giá tốt . 4 camera ưng với tầm giá này sản phẩm dáng mua ... Kết cấu đep . chính sách bh tốt,5,15/08/2020,{CAMERA#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
231,"Chuẩn bị mua mà thấy chê nhiều quá , giờ ko bit sao, nghe noiz oppo chụp ảnh đẹp, vào thấy bl chê nhiều, pin mau tụt là đúng vì màn hinh , nhưng củng dùng tầm 8h, mn ai bit rỏ về oppo a92 cho mjk ý kiến , cam on",5,4 tuần trước,{OTHERS};
232,"Thất vọng về a12 này lắm.
Thấy xài còn thúa a5 s.dòng Oppo a12.hình như bị lỗi hay sao ý.xài chân lắm",1,8/7/2020,{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
233,"Tải ảnh lên FB thì bị mờ và bị vỡ hình là sao ak,....hay do mạng yếu ak...cho ý kiến ak",3,21/02/2020,{FEATURES#Negative};{OTHERS};
234,"Pin trâu dùng thông thường khoảng 15h
Sạc khoảng 120'
Màn hình lớn, sắc nét
Bắt sóng mạnh
Vân tay rất nhạy
Nhân viên phục vụ nhiệt tình chu đáo",5,13/02/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{SER&ACC#Positive};
235,"Nhạc chuông quá nhỏ mở nhạc nghe thì đứng máy ,tắt nguồn mở lên Sài mới được ức chế lắm ...",1,24/07/2019,{FEATURES#Negative};{PERFORMANCE#Negative};
236,Sản phẩm tốt chơi game hơi lag tí được cái pin trâu. Sạc hơi lâu 1 tí với ko có ốp đi kèm,5,17/03/2020,{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Negative};
237,pin sạc lâu. hết nhanh. mua đc 3 hôm đã hỏng sạc. chơi game k mượt. máy nóng nhanh. nói chung k thích bằng oppo,3,12/10/2019,{BATTERY#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};
238,Sao máy thỉnh thoảng không hiểu sim. Không biết có sao không. Mọi thứ còn lại đều ổn,3,21/06/2020,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};
239,"Mới mua đc 20 ngày máy dùng tệ quá wifi kém mất sóng liên tục đang chơi game mất kết nối liên tục ,chán",3,1/9/2019,{FEATURES#Negative};{GENERAL#Negative};
240,3g với wifi yếu thì khổi bàng..mọi thứ còn lại rất ok..máy chưa sài dc 2 tháng các bác ạ,1,1/3/2020,{FEATURES#Negative};{GENERAL#Positive};{OTHERS};
241,"Sản phẩm này quá tốt. Mạng 3-4G cực khỏe, pin cực trâu bò, wifi căng đét... chơi game không có hiện tượng lang giật...",5,8/3/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
242,Vừa mua về dùng thấy đc đến sáng tự nhiên vào youtube thì đơ cảm ứng k dùng dc và bị out ra phải tật nguồn khởi động lại ms đc chán lun,1,26/08/2019,{FEATURES#Negative};{PERFORMANCE#Negative};
243,Mới mua hôm thứ 7 thấy nhân viên nhiệt tình lắm với máy xài ổn.mượt tiếc là pin xài nhanh hết dùng dc trong 1 ngày thôi,5,5/1/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
244,"máy bắt sóng wifi mạnh, face+messen dùng chung được. youtube xem ngon lành tiếc không tải được zalo, nhân viên nhiệt tình.",5,4 tuần trước,{FEATURES#Positive};{PERFORMANCE#Neutral};{SER&ACC#Positive};
245,"Chụp hình đẹp, máy nhanh, mua ngay đợt giảm giá nên cảm thấy xứng đáng hơn rất nhiều",5,2/7/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Positive};
246,Mỗi người có suy nghĩ khác nhau nhưng cá nhân của mình thấy dòng máy huawei 30 lite này là tuyệt vời so với giá 7 triệu rưỡi còn máy Samsung a50 a70 nó chỉ đắt về thương hiệu thui chứ còn dùng máy chán lắm ko bằng huawei được,4,22/04/2019,{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
247,Tôi mua ngay 15.2.20 thấy sợ có pin rất tốt . Vào mạng OK . Tải Mail chạy rất nhanh. Chụp ảnh ở chế độ chuyên nghiệp chấp nhận được. Gia tốt,5,22/02/2020,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};
248,"Lỗi thẻ sim dùng 4g bị ko dịch vụ, tự sập nguồn sạc ko vào pin. Hơi thất vọng điện thoại này",1,13/05/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};
249,Máy lâu lâu bị rung bất chợt.Có phải do phần cứng không vậy?.... . Pin tạm ổn . ......,2,4/5/2020,{FEATURES#Negative};{BATTERY#Neutral};
250,"ChấT lượng sản phảm tuyệt vời, chế độ bảo hành tốt, nhân viên phục vụ chu đáo tận tình",5,23/07/2018,{GENERAL#Positive};{SER&ACC#Positive};
251,"máy sử dụng rất mượt, chơi game rất đỉnh rất nhanh không bị lag, chụp hình xóa phông rât thích",5,30/08/2018,{CAMERA#Positive};{PERFORMANCE#Positive};
252,"Điện Máy Xanh là nơi mua hàng được nhiều người ưa chuộng , sao ĐMX không bán như Máy Ảnh hay Gopro ... Có một số nơi bán về điện thoại cũng như các máy ảnh hoặc gopro .
Mong ĐMX nhập mặt hàng như Máy Ảnh , Gopro 
Đặc biệt GOPRO là đc nhiều người ưa chuộng như làm youtube , hành trình",5,1/7/2020,{OTHERS};
253,"Mới vừa mua, cảm giác đầu tiên là mượt, vừa tay. Nhân viên Hưng ở 1306 tỉnh lộ 10 tư vấn nhiệt tình. Rất ô",5,2 tuần trước,{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};
254,"Samsung A51 sài mạng chậm chạp tức 7 sắc cầu vòng lun vậy đó, Bluetooth thì chập chờn,...",3,19/01/2020,{FEATURES#Negative};
255,Máy đẹp pin trâu ram và rom cực cao luông!!! Trong tầm giá này mà sở hữu đc ẻm thì quá nhĩnh hơn những sản phẩm khác rồi nhé!!! Khi xài rồi mới cảm nhận đc máy ok ntn nhé!!! 👍,5,18/11/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
256,"Máy gì mà chậm với nóng bực cả mình, pin thì dùng tí đã hết..........................vv",1,2/3/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
257,"Mới sử sụng 1 ngày thấy pin sụp khá nhanh, cảm biến vân tay loát chậm , chơi game cũng bình thường không nhạy lắm, bắt sóng yếu , điện thoại khác bắt wifi đầy luôn mà a51 bắt có 2 vạch , dùng khá là thất vọng, chụp ảnh ins còn lag lag giật giật nữa , nảnnnn",3,16/08/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
258,Mjh mua cánh đây hai tuần chơi game Call of Duty chơi  rất ức chế rồi mjh ra đổi lại cái mới mà tệ hơn cái cũ nữa ae nào đg chơi game này thì cân nhắc nha,2,23/05/2020,{PERFORMANCE#Negative};{GENERAL#Negative};
259,Dùng rất bức mình dùng nó cứ Quang Cao tum lum đang để máy không dùng nó cũng Quang cáo sáng lên loạn cảm ứng không biết bên Oppo có khác phục được k chứ ban kiểu này làm mất người dùng đánh giá thấp về oppo,1,7/1/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};
260,ĐT j sắc 4h mà mọi dc 80%.bạn ĐT mà ko bạn ốp lưng.chụp hình cầm trước thì như xác chết trôi sông,4,8/5/2020,{CAMERA#Negative};{BATTERY#Negative};{SER&ACC#Negative};
261,Quá thất vọnh về sp này mua máy được 3 ngày lỗi đủ kiểu vân tay ko sử dụng được nhận diện khuôn mặt cũng không máy bị đứng và văng ứng dụng,1,2/6/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
262,"Sau khi sử dụng được 1 ngày, tôi cảm thấy đt khá ok. Đt có thiết kế đẹp, chơi game rất mượt, cam tạm ổn. Quá ok với mức giá vừa phải. Quan trọng là đt do VN sản xuất. 5 sao!!!",5,3/8/2020,{CAMERA#Neutral};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
263,mình mới mua mày xiaomi redmi note 7 hôm qua ở tgdd đà lạt nhân viên nhiệt tình máy ok trong tầm giá có điều pin hơi tụt thôi chơi game tốt,5,1/6/2019,{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
264,"Mới vừa mua hồi chiều qua chưa trải nghiệm hết chức năng máy, nhưng thấy OK lắm và anh nhân viên ở tgdd rất nhiệt tình vui vẻ",5,15/12/2019,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
265,"Về sp thì mọi thứ đều ổn trong tầm giá, pin trâu, thiết kế đẹp. Còn vài hạn chế ở điểm độ sáng ngoài trời ko đc tốt, riêng về xiaomi thì sóng luôn chập chờn ( mình dùng redmi note 8 đến bgio là note 9s thì wifi và 4g đều chậm như nhau ). Ngoài ra những thứ khác đều ok. Ai ko qtam nhiều về độ sáng và sóng nhiều thì đây là lậu chọn tốt nhất trong tầm giá.",4,2 tuần trước,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
266,"Sản phẩm vô cùng tuyệt vời , trong tầm giá thì sản phẩm này có vẻ là lựa chọn tốt nhất",5,9/5/2020,{PRICE#Neutral};{GENERAL#Positive};
267,Có thể nói là xuất sắc trong tầm giá! khó có đối thủ về pin và hiệu năng còn camera thì tốt trong phân khúc giá.,4,3 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
268,"Hở viền sáng , bị bóng mờ lưu ảnh ! Bực mình thật chứ ! Khuyên m.n k nên mua :) rất nhiều lỗi",1,18/04/2020,{SCREEN#Negative};{GENERAL#Negative};
269,dùng rất tốt wifi bắt rất nhanh chơi game rất mượt chơi lâu thì hơi lag tí ko đáng quan ngại.coi phim 1tiếng chơi game 1 tiếng mấy mất có 20% sử dngj tiếp vẫn dư dùng cho ngày sau. xạc thì từ 20% lên 100% thì mất 1tiếng rưỡi. bám bụi hơi nhiều với chơi game với coi youtube lâu thì hơi ấm phần trên.điện thoại khá tốt màn hình đẹp pin trâu bác nào ko chơi game nhìu thì có thể sử dụng đc gần 2 ngày còn tui chơi gảm hoi nhiều nen sài dc gần 1 ngày,5,3/5/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};
270,"5 triệu cho một chiếc máy chạy helio p35. mà chỉ hd+. bộ nhớ 128gb để làm gì, 4 camera để làm gì. vivo toàn lừa người dùng thôi",1,25/06/2020,{SCREEN#Negative};{CAMERA#Neutral};{PERFORMANCE#Neutral};{STORAGE#Neutral};{PRICE#Neutral};{SER&ACC#Negative};
271,"Điện thoại này sử dụng bị nóng máy , xem youtube hay đọc báo thôi mà máy vẫn nóng .chán cái con chip exynos 990 này quá .",3,17/04/2020,{PERFORMANCE#Negative};
272,Mới mua đc 1tuần. Rất hài lòng. Pin khá trâu. Cảm ứng nhạy. Có nhiều bạn đánh giá khá sai lệch về sp. Và đặc biệt ưng ý về đội ngũ nhân viên tgdd rất nhiệt tình,5,2/10/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
273,mới mua về  test thử kqua ko như mong đợi . độ xử lý hơi chậm . pin thì ít . ko dc tặng tai nghe . xài cáp micro usb là thấy nản rồi,2,20/07/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};
274,"Mua từ thời điểm máy mới ra mắt
Tất cả đều ổn. Vân tay nhạy, loa to rõ, phím bấm tốt, chơi game mượt, pin sử dụng thoải mái trong ngày, trừ camera
Nói chung tốt trong tầm giá",4,14/06/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
275,"đây là đánh giá khách quan nhất của mình. mặt lưng rất đẹp. loa to nhưng ko có bass. pin rất trâu fb youtube chrome phải 2 ngày mới hết. tầm giá này camera chỉ gọi cho có thôi, cả trc cả sau đều xấu. màn hình viền khá mỏng nên dễ chạm nhầm khi xem youtube. à màn hình nhô cao nên cầm hơi khó chịu. đáng mua hơn redmi 8 và realme 3 và c3. phù hợp cho ng lớn tuổi đọc báo lướt fb",5,25/05/2020,{SCREEN#Neutral};{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Positive};{DESIGN#Neutral};{GENERAL#Positive};{OTHERS};
276,"Sản phẩm này rất tốt chơi game,fb, youtube đều rất tốt camera chụp ảnh rất sắc nét",5,15/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
277,Pin 4000ma nhanh het pin lắm ngày sạc hai 3 lần nếu dung nhiều camera đẹp lắm lúc đơ  cảm ứng  không nhận đợi một lúc được,2,27/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};
278,"Pin 43000 nhưng nhanh tuột (lâu lâu mở 4g vào zalo), mặt lưng bằng nhựa nhưng máy rất nóng (bấm cở 5 phút máy đã nóng). Nói chung với 20tr mua sài thất vọng.",1,2 tuần trước,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};
279,"Quá tuyệt vời luôn,chơi game bao mượt ko giật lác.Đừng chần chừ nữa các bạn ôm tiền vào thế giới di động và vác em nó về chiến game đi",5,7/7/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
280,Sao khi nghe đt màn hình vẫn sáng mn nhỉ. Như vậy n cứ nhảy linh tinh ý. Còn dùng thì khá là ok,4,24/01/2020,{FEATURES#Negative};{GENERAL#Positive};
281,"trải nghiệm tuyệt vời, pin rất ấn tượng. Xứng đáng là một siêu phẩm. Bà con mua còn có thêm chương trình hấp dẫn nữa á",5,23/04/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};
282,"Tương đối tốt, nói chung pin nhanh hết so với con A70 của mình mua trước đó, phím tăng giảm âm lượng bấm hơi cứng,",4,19/02/2020,{BATTERY#Negative};{DESIGN#Negative};{GENERAL#Neutral};
283,"Dưới 20% khỏi sài bình thường bắt wiffi đã yếu rồi pin yếu thì khỏi nói. 
Loan cảm ứng phản hồi chậm
Khuyên chân thành không nên mua máy này",1,10/8/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
284,Sản phẩm sử dụng pin dưới 20% xem 4g có dấu hiệu trễ mạng. Pin không ổn định sau 1 tuần sử dụng khi update bản 13.3.1,3,23/02/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};
285,Quá tệ với lỗi cảm ứng đa điểm. Tẩy chay sam ssung rồi. Từng là fan nhưng giờ tôi chịu. Samsung a70 bỏ đi,1,11/5/2019,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};
286,"Mới xài dc 1 tuần, nhiều lúc bấm mở thì nút nguồn ko lên, nhấn cả chục lần mới sang màn hình, lâu lâu cảm ứng còn ko nhận nữa. Pin thì ổn.",2,7/5/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};
287,"Sau hơn hai tháng sử dụng tôi có nhạn xét như sau: - máy thiết kế ổn , gờ màn hình nhô hơi cao so vs khung máy , còn mành hình thì viền hơi dày , đặc biệt chỗ giọt nc nhìn nó thô , xấu khi so vs giọt nc đt khác . Cam trước thì mờ khi quay video . Còn cam sau 48mp để làm màu thôi chứ chất lượng ảnh cx 12mp . Pin của máy thì sạc lâu cực kì , pin dùng thì tụt nhanh như tụt quần . Cảm ứng máy mượt , đôi lúc lag khó chịu thật . - còn điểm này của con máy tôi cực kì phản ánh là về việc bắt sóng , sóng lúc nào cũng chập chờn 1 đến 2 cọc , nhiều lúc điên người vs sóng ........đáng nhẽ tôi cho 5 sao . Nhưng do sóng yếu quá nên 2 sao......."" Dòng đt xiaomi redmi note 7 bắt sóng yếu n",2,3/12/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Neutral};{SER&ACC#Negative};{OTHERS};
288,"Pin trâu, chụp hình đẹp, nhận diện khuôn mặt nhanh, vân tay hơi chậm, màn hình 6.8 inh nhưng cầm như note 8. Mình mới mới mua được một tuần. Rất tuyệt vời...",5,6/12/2019,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};
289,"Quá tệ. Bảo mật không sài được, loa ngoài đang nghe thì mất luôn, mới mua được 1 tuần. Nản 😪😪, màn hình mở hoài k lên được",3,27/06/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
290,Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tất hết ứng dụng mà mấy nong tụt pin phải  gui đi bảo hành mất 15 ngày quá buồn,1,12/5/2020,{BATTERY#Negative};
291,"Máy đẹp, hiệu năng tốt, chụp ảnh tuyệt vời, tốt trong tầm giá, cụm 3 camera nhìn rất đẹp",5,10/4/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};
292,"Sau khi trải nghiệm 1 tuần mình thấy chơi liên quân mượt,hình ảnh tốt,chụp hình ổn, có phụ kiện đầy đủ, sạc nhanh,ủng hộ hàng VN,bảo hành lâu",4,22/03/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{SER&ACC#Positive};
293,"Chơi game nặng tí như lq là lang, fps ko nổi lên 35. Nóng máy, máy ảnh ko đẹp như quảng cáo. Lỡ mua nên chấp nhận. Còn này tầm giá 5 triệu là hợp lý",3,10/7/2020,{CAMERA#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};
294,"Được vợ tặng sinh nhật thay cho cái máy xs max cũ. Mặt trước vẫn thế. Mặt sau đẹp. Máy mượt tốt. Chụp ảnh đẹp. Chụp góc rộng không nét lắm. Nhắn tin nghe gọi tốt. Pin trâu, chỉ dùng nghe gọi đọc báo gmail nên được gần 2 ngày. Nhược điểm khá to, đút túi quần lên xuống xe bị cấn. Hay tự nhận face id khi đút túi quần. Các bác lên xe ngồi tốt nhất lên để cạnh cần số rồi đeo tai nghe bluetooth thì hợp lí hơn.",4,14/04/2020,{CAMERA#Neutral};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Negative};{OTHERS};
295,Pin bền sóng khỏe mình không chơi game nên dùng rất tốt ko có gi phải chê cho 5 sao luôn,5,9/11/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};
296,"Máy xài tốt, mọi thưa mượt mà, facebook, zalo chạy êm lắm, nhân viên tư vấn nhiệt tình.",5,13/03/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
297,Con máy này nhìn thì đẹp nhưng hơi thất vọng  thứ nhất sóng quá kém ram 6gb nhung quá chậm sóng căng mà cứ quay tít bin thì cũng bình thường tiếng thì nhỏ còn rung thì giường như ko có cho 2sao nếu các bạn mua với giá tiền này nhiều loại khác ngon hơn nhiều,2,3/3/2020,{FEATURES#Negative};{BATTERY#Neutral};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Negative};
298,"Máy mới mua, mọi thứ đều ổn, camera chụp nét, màn hình sáng rõ nét tuyệt vời, thao tác nhanh, pin sạc cực nhanh, mỗi tội sóng bắt hơi kém, giá cả phù hợp. Sẽ sử dụng 1 thời gian dài và đánh giá tiếp",5,3 ngày trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};
299,"Sản phẩm xài rất okie...máy chạy rất mượt..cameera chụp hình đẹp,vân tay rất nhạy,pin cầm,rất hài lòng khi sử dụng sản phẩm",5,2/7/2018,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
300,"Máy nóng nhanh,chơi game toàn bị diss ,dùng 1 tí là đơ máy ,hơi tí là giật ,mạng thì ảo.  Tóm gọn 2 từ ""phế vật""",1,24/04/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
301,Máy quay phim mờ ảo nhìn chẳng rõ .loa lúc to lúc nhỏ .chỉ được mẫu mã bên ngoài .biết vậy mua samung hoặc oppo,1,24/06/2020,{CAMERA#Negative};{FEATURES#Negative};{DESIGN#Positive};{SER&ACC#Negative};
302,"Với tôi, iPhone 7-32G là đủ xài . Chất lượng tốt, nhanh , mượt mà . Nếu đã xài nó thì khi chuyển qua dùng dòng khác có cùng giá thành sẽ rất bực bội ! Nói chung iPhone 7 là tuyệt !",4,2/1/2019,{PERFORMANCE#Positive};{STORAGE#Neutral};{PRICE#Neutral};{GENERAL#Positive};
