index,comment,n_star,date_time,label
1952,"Đã mua và đã hoàn mất 20% ngay và luôn. Máy xấu ỉn dày cui, màn hình cực kỳ xấu xí chất lượng kém, xài bị hoa mắt đau đầu chóng mặt.",1,6/2/2020,{SCREEN#Negative};{DESIGN#Negative};{PRICE#Negative};
1953,Máy màu xanh lá đậm khá oke.chup ảnh biết canh góc là bao đẹp. Pin xài mượt 4000 mà đc 1 ngày rưỡi .  Sạc nhanh tầm hơn 2 tiếng chút. Cảm biến vân tay các kiểu... nói chung tầm này thì A10s là quá tuyệt vời hợp giá hợp lí. Thêm nv tư vấn nhiệt tình.  Àh và Máy mới bán ra mấy ngày nên chưa mua đc ốp lưng.,5,2/9/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1954,"Máy ổn mà các bạn, bạn nào chê pin yếu thì mình hướng dẫn các bạn vào cài đặt sim và mạng đi động, Tắt chế độ LTE VoiCe là ok ạ! Mỗi khi thay sim khác vô là nó tự bật! Các bạn tắt đi là pin sẽ k tự sụt nhanh nữa ak",5,28/12/2019,{BATTERY#Neutral};{GENERAL#Positive};
1955,Cho 5 sao vì nhân viên phục vụ rất tốt vui vẻ địa chỉ châu thành thị trấn ngã sáu góp ý rằng mua máy dã dc 2 tuần. sử dụng khá mượt nhưng chỉ số viên pin 5k mà cảm thấy nó chỉ ngang pin 4k có khi còn thua nữa phần còn lại thì OK ko có gì bất ổn,5,15/07/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1956,"Làm sao để mở lại loa đây shop ơi
Tự dưng nó tắt không biết cách mở lại lô báo thức
Mong shop tư vấn giúp
Tks ạ",4,26/08/2019,{FEATURES#Negative};{OTHERS};
1957,"Mình dùng hơn 1 tháng, bị rơi từ 1m úp xuống đất nhưng không sao, game mượt, hàng rất tốt so với giá, yên tâm vì bảo hành 18th, khuyên các bạn mua",5,5/5/2020,{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};
1958,Màn hình sọc . đổi 2 cái mà vẫn vậy. Cảm ứng rất tệ.  Màn hình nên khắc phục . mỏi lần nóng máy hoặc bâth 4G là sọc đọc không được tn luôn. Nhấn vào màn hình là sọc. Cứ lên bảo hành nói là lỗi phân mềm cáp nhật về cũng vậy. Quá tệ,1,21/06/2020,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};
1959,Lúc đầu mua về chơi game còn đc đc . càng ngày càng dở . hở máy nóng 1 tí là chơi lag k thê tả nổi . qua dở,1,23/10/2019,{PERFORMANCE#Negative};
1960,"Vì mình ít khi có nhu cầu gọi và nghe nên hôm nay vô tình xem đc 1 bài đăng bảo là 9 pro có lỗi là khi gọi ko nghe đc gì, phải bật loa lên thì mới nghe đc, thế nên mình cũng test thử thì đúng là có lỗi y chang vậy trên máy của mình. Làm sao khắc phục ạ hay phải đem xuống thế giới di động ạ.",4,15/08/2020,{FEATURES#Negative};{OTHERS};
1961,Máy mới mua đúng 1 ngày hư luôn cảm ứng.  Chưa thấy cái máy nào tệ như máy này. Xài ngày đầu tiên thì máy lag.  Cảm bién vân tay thì tệ,1,6/10/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};
1962,"Điện thoại đẹp nhưng cam chụp hơi xấu luôn ủng hộ hàng việt nam ,còn dùng lâu dài thì chưa bt,nhân viên tgdd bình long bình phước tư vân nhiệt tình",5,17/04/2020,{CAMERA#Negative};{DESIGN#Positive};{SER&ACC#Positive};
1963,Thế giới di động ở ngã tư QL51+Lộc An thì tư vấn rất nhiệt tình và mến khách...... Cho 5 sao cách phục vụ khách hàng...,5,8/1/2020,{SER&ACC#Positive};
1964,"Thiết kế A11đẹp sang trọng ,pin khỏe sạc nhanh dung lâu ko lo hết pin chụp ảnh sáng rõ màn hình rộng thao tác dễ dàng",5,10/6/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};
1965,Máy xài tuyệt vời  ko chê game liên  quân thì test thử xog xóa máy chủ yếu xài lướt web lm vc rất là mượt mặc dù chỉ là con chíp mediatek g90t nhưng đem trải nghiệm tốt mà hình như máy cứ sạc tới 100% xài 5 phút tụt xuống 96% cho hỏi máy nên sạc như thế nào là đúng cách để ko bị chai pin vs lại mình có  voucher mua đồng hồ bảo hành dc 1 năm nếu mai mốt hết pin có thể mag ra thế giới di động thay dc ko,5,16/01/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
1966,tốc độ lưu ảnh chậm ko khác j con ip6 có lúc còn bị đơ!ra hỏi nhân viên kêu con này nhiều tính năng hơn nên lưu chậm là bình thường😂!nghe muốn đập dt đi về dùng ip6 cho rồi! có ai bị như mình ko?,2,24/02/2020,{PERFORMANCE#Negative};{OTHERS};
1967,"Mình xài được gần 2 tháng r cấu hình mạnh, pin khỏe chs game 3 tiếng mất khoảng 30-40% , máy mượt ổn định .Nhưng có lỗi là lâu máy ảnh bị đơ phải khởi động lại mới sự dụng được.Nói chung khá hài lòng",4,1/7/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1968,"Máy tốt mượt nhưng thỉnh thoảng vẫn lag nhẹ 
Rom cao nhưng Ram khá thấp 2gb trống ~900mb",5,18/03/2019,{PERFORMANCE#Neutral};{STORAGE#Positive};{GENERAL#Positive};
1969,"Mua về được vài tiếng dùng khá ổn,chơi game mượt,loa to,đa nhiệm tốt,máy chụp siêu nét,nói chung là tốt",5,2 tuần trước,{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1970,Mình mua s 20 sai mới thư điều ok .chạy rất muoc.đáng sợ tiền mua.có pin hỏi mầu hết.cho 5 sau,5,26/06/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};{OTHERS};
1971,Đã mua chất lượng tốt máy sử dụng OK. Giá quá hời. nhân viên TGDD Mỏ Cày chăm sóc tốt. Like! Hãy tiếp,5,4/6/2019,{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1972,"máy mới mua dc 3ngày nhug hôm wa mới chơi gem bị giật lắc trong khi sim Viettel 1ngày 2gb nhug mình chỉ chơi gem thui 1trận duy nhất 
máy cũng nóng",2,6/8/2020,{PERFORMANCE#Negative};
1973,Đt sử dụng khá tốt pin ổn bắt mạng khá ổn lâu lâu hơi lag mà cũng k ảnh hưởng mấy game thì ngon nói chung là tuyệt vời trong tầm giá,5,6/6/2019,{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
1974,"Tháng đầi xài rất ngon, Pin Trâu ,mượt, Qua Tháng Thứ 2 Lỗi Tùm Lum. Cảm ứng lúc thì k ăn, lúc thì loạn không cần bấm. Thêm cái lỗi Che Màn Hình khi thực hiện cuộc gọi mà mình nào có che màn hình lại đâu. Fan xiaomi một thời mùa này hơi thất vọng..!",3,2 tuần trước,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Neutral};{SER&ACC#Negative};
1975,Đang dùng realme5i mà cứ bị máy cái quảng cáo liên tục cả ngày.nhu này có cách nào để khắc phục ko,1,29/06/2020,{PERFORMANCE#Negative};
1976,"Sản phẩm camera đẹp, chất lượng hình ảnh tốt.
Tuy nhiên sử dụng 1 thời gian dễ bị đơ.
Máy hỗ trợ CV Văn phòng tốt.,
Đánh giá 4*",4,3 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Negative};{OTHERS};
1977,Hài lòng nhân viên lẫn sản phẩm:-).Nhưng cũng phải đợi sau này xem nhu the nào đả tạm cho 5 sao,5,26/10/2019,{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1978,"Máy khá ngon mượt pin châu, nhưng hay dính lỗi cuộc gọi mình k nghe thấy j phải khởi động lại mới dc. Mong sớm có bản cập nhật phần mềm mới để vá lỗi.",4,16/06/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
1979,mua con này. chụp ảnh tạm được.chơi đc các game nặng. màn hình lâu lâu bị đơ.nhưng chấp nhận dc. pin trâu bò.chơi pubg 3 tiếng chỉ mất 40% pin.nhìn tổng quát khá đẹp. tầm giá này. mua về chiến game hết sảy,5,11/8/2020,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Neutral};
1980,Mình mua đc 2 tuần pin 4500  sao giờ kiểm tra chi còn 4100 là sao.có phải pin bị hỏng ko mọi người.kiểm tra trên máy ko quá ứng dụng nào cả.up phiên bản mới thì nhậy nhưng hào pin cực kỳ.muốn quay lại phiên bản củ bạn nào biết cách chỉ mình với,3,18/03/2020,{BATTERY#Negative};{PERFORMANCE#Neutral};{OTHERS};
1981,"Mới đầu đọc nhận xét của mn hơi ái ngại, nhưng khi mua về dùng thì rất ok, pin xạc nhanh, bao trâu, nhân viên TGDĐ tu vấn nhiệt tình. Ủng hộ hàng VN.",5,6 ngày trước,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};
1982,"Mua dc 1 tháng e thấy rằng. Máy dùng tốt, pin sài lâu. Nhưng bắt sóng wf kém, yếu hơn 1 vạch so với bất kì máy khác( chắc là do phần cứng). Và đặc biệt k hỗ trợ sạc nhanh nhé tất cả ae. Cố gắng cập nhật vá lỗi nhé vsmart",4,20/02/2020,{FEATURES#Negative};{BATTERY#Neutral};{GENERAL#Positive};{OTHERS};
1983,"Mới mua hôm nay. Thấy đáng đồng tiền. Mua đt với tai phone được tặng quá trời.
Chị nhân viên dthuong tận tình. 😍",5,8/12/2019,{BATTERY#Positive};{PRICE#Positive};{SER&ACC#Positive};{OTHERS};
1984,"máy đẹp, pin trâu, hiệu năng quá tốt, camera đẹp. nói chung khá hài lòng đặc biệt là thái độ phục vụ quá tốt của nhân viên. cảm ơn!",5,21/01/2019,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};
1985,Mới dùng đc tuần cảm giác pin tụt nhanh.chụp hình tốt trong tầm giá. Nói chung cũng sài tốt tiền nào của đó. Thấy các bạn chê nhiều cũng chán............................,5,23/07/2020,{CAMERA#Positive};{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
1986,Sản phẩm tốt pin trâu cấu hình mạnh... Nhưng chơi call of duty lúc nói nghe lúc ko... Cho em hỏi là e mua được 1 tháng rồi có dán trước sau mà giờ bị trầy nên e tháo ra đi dán lại có tốn phí không ạ,4,18/06/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};
1987,"Mình vừa mua sam sung A11 cho Bố dùng khá mượt 
Tốt lắm mà còn màng hình lớn có sạc nhanh rất là tốt luôn",4,27/07/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1988,"Trải nghiệm sau 5 ngày mua máy : máy dùng mượt các tác vụ, pin ok, nhưng Chất lượng camera cả trước lẫn sau ko như quảng cáo. Vẫn mong có bản cập nhật để xử lí ảnh tốt hơn 
.",3,4/10/2019,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};
1989,Tôi dùng có sao đâu rất ok chơi pupg tốt ko bị lag hay mạng của tôi khoẻ quá đang dùng vínmat,5,12/3/2020,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
1990,"Thật sự quá thất vọng về a51. Mình khuyên mọi người k nên dùng. Mình dùng chưa đc 1 tháng mà đi bảo hành 2 lần, đổi máy mới thì tgdd k cho đổi dù là 1 đổi 1 trong vòng 1 tháng. Chắc giờ về sau mình k dùng hàng của sam sung với mua đồ trên tgdd nữa , quá thất vọng.",1,12/3/2020,{GENERAL#Negative};{SER&ACC#Negative};
1991,Em mua máy được hơn 1 tuần mà mỗi khi em xem video hay gọi video là nó nhanh nóng máy va pin cũng nhanh hết nữa ạ. Như vậy thì nó có sao không ạ,4,3 tuần trước,{BATTERY#Positive};{PERFORMANCE#Negative};{OTHERS};
1992,"Điểm trừ của máy là camera trước của máy tệ quá, tông màu cứ như tạc tượng, lần đầu tiên sử dụng Xiaomi (camera của máy tệ hơn nhiều so với Huawei nova 2i em từng sài)",3,13/01/2020,{CAMERA#Negative};{OTHERS};
1993,Sản phẩm tốt. Nhân viên phục vụ nhiệt tình. Rất hài lòng vối dịch vụ của Điện máy xanh,5,7/11/2019,{GENERAL#Positive};{SER&ACC#Positive};
1994,6gb ram đa nhiệm quá tệ hơi thất vọng.đang chơi game tự nhiên văng ra màn hình chính rất bực với mức giá này không đáng,3,18/12/2019,{PERFORMANCE#Negative};{PRICE#Negative};
1995,"Vì công việc nên mới xài vị trí... đến lúc xài mất cả 1thoi giận mới lên được cái vì trí, rất là tức,, k nhại bén bằng ios, ứng dụng tải về thì ít, nhưng ứng dụng trên máy thì qúa nhiều thật vọng",1,9/1/2020,{FEATURES#Negative};{PERFORMANCE#Negative};
1996,Màn hình 5'' là sao mong mọi bên tư vấn giúp em với ạ khong hiểu rõ với cả em hỏi máy có hỗ trợ 4g ko ạ,3,9/2/2019,{SCREEN#Neutral};{OTHERS};
1997,Điện thoại đẹp...cấu hình ổn...nhưng pin thì để wa đêm tụt 15%...có ai bị giống tôi không?,4,26/02/2020,{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{OTHERS};
1998,Sản phẩm tươg đối tương xứng giá  sử dụng ở mức bình thường thì ok mong nhân viên nhiệt  tình hơn,4,17/05/2020,{PRICE#Neutral};{GENERAL#Neutral};{SER&ACC#Positive};
1999,"Thấy cũng tạm. Mà mua sao không có que chọc sim vậy ? Mới mua lúc sáng, thấy cũng khá OK. Không biết có bền không người già dùg tốt",4,21/03/2020,{GENERAL#Neutral};{SER&ACC#Negative};{OTHERS};
2000,"Pin trâu, cảm ứng nhạy, mượt, camere ok, nhạc nghe tạm được, không nóng mở nhiều chương trình khoảng 36 độ, mạng wifi căng đét. Đặc biệt hệ điều hànhandroid 9 pie với Vivo OS 9.1 rất thông minh, đă năng xử lý nhiều ứng dụng hỗ trợ cho người dùng am công nghệ, rất hài lòng. Em mua máy cũ bảo hành 6.5 tháng có 2.100.000 cảm ơn nhà sản xuất và TGDD rất nhiều...",5,1/4/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{SER&ACC#Positive};
2001,Máy mới mua về sài thấy cũng ỗn.chơi game đôi lúc cũng lắc.pin mới về sài lâu nhưng sài dc 1 tuần thì nó hao quá.,3,9/6/2020,{BATTERY#Neutral};{PERFORMANCE#Negative};{GENERAL#Neutral};
2002,"Máy rất tốt.Trải nghiệm Liên quân rất ổn đi khi bật đồ hoạ thấp+fix lag.Ram 16GB không lo đầy bộ nhớ.Màng hình HD+ rất OK.
Máy khá tốt số với tầm giá!!!!",5,10/6/2019,{SCREEN#Positive};{PERFORMANCE#Positive};{STORAGE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2003,"Máy mượt, chs game qá ok 
có điều máy bắt sóng k tốt còn qá chập chờn
chs game có 30p mà máy đo gần 50 độ
còn lại thì qá tuyệt vời.",3,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Positive};{GENERAL#Positive};
2004,"Đã dùng được 1 tháng 12 ngày nói chung là OK chụp ảnh nhanh lấy lết nhanh hơn a50 chơi game dùng 3g của vietnamoble OK kiểu dáng đẹp hơn a50, mới mua thấy pin 3400 cũng hơi băn khoăn khi dùng thì thoải mai sắc 15 phút dùng 2 tiếng",5,28/05/2019,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};
2005,Ko biết có phải do mình mua nhằm đợt điện thoại kèm chất lượng hay không sau 9 tháng sử dụng thì giờ e nó Xem phim bị đơ nghe nhạc bị đơ vào game bị đơ mở khóa khuôn mặt vô dụng ...nói tóm lại đa cho e nó vào viện bảo tàng,1,27/11/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};
2006,"minh mới mua Iphone 7plus hồi hôm qua, , máy dùng rất mượt, có phần pin nó mau tuột % quá",5,30/05/2018,{BATTERY#Negative};{PERFORMANCE#Positive};
2007,Máy tốt chơi game ngon phải gọi là tuyệt vời cam chụp đẹp pin khá trâu thiết kế đẹp tràn viền,5,2/4/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};
2008,Vừa ấn vào youtube xem thì ra 720. Oimeoi bây giờ vẫn phải xem 720 nữa :(((( tệ thật sự đấy . Không biết samsung làm ra nó để cạnh tranh hay nổi bật ở điểm nào nữa.,4,24/07/2020,{SCREEN#Negative};{OTHERS};
2009,máy dùng mượt pin khá trâu sạc nhanh nói chung là okee.ai có ý định mua máy này thì okee k phải lo nhé,5,7/7/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2010,"Em mới mua con active 3 sài rất tốt, trãi nghiệm các tác vụ hàng ngày rất mượt và máy phản hồi rất nhanh chóng. Chiến game rất ok từ liên quân mobile, kể cả tựa game nặng như call of duty moblie điều rất trơn tru. Đã vậy còn gặp các anh chị Nhân Viên của Thế Giới Di Động rất nhiệt tình. Máy rất đáng mua nha😁",5,2/8/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};
2011,"Máy cũng tương đối đẹp nhưng không thích lắm về độ dày của máy và đặc biệt hơi buồn vì không có trang bị ốp lưng cho sản phẩm, mọi thứ khác đều OK trong tầm giá.",5,9/3/2020,{DESIGN#Neutral};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Negative};
2012,Chưa xài lần não hãng này... Nhưng cái 11 này ung y nhất khi xài Appel mà xài Màu đỏ logo vàng hoặc ngược lại  thì khỏi nói tới độ sang chảnh của giới thuong luu. Appel cầm màu đỏ là khỏi cần tới gần cũng quy phai thanh lịch qua ve thân thái của logo. Có tiền sẽ rinh cai 11 về...,4,11/3/2020,{DESIGN#Positive};
2013,"5tr cho một chiếc máy màn HD + cổng sạc micro usb là vứt rồi , tầm giá này tôi chọn oppo a91",1,3 ngày trước,{SCREEN#Negative};{DESIGN#Negative};{PRICE#Neutral};{OTHERS};
2014,"Sản phẩm mình mua dùng tốt không xảy ra lỗi như các bạn nói, chơi game tốt 9/10 camera thì cho 8/10 hoi tổng quan là 1 sản phẩm tốt trong tầm giá",5,5 ngày trước,{CAMERA#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};
2015,Về sạc pin thì tắt sạc nhanh đi ngủ cắm đến sáng không lên % pin.  So về giá thì A71 này chỉ xứng tầm giá 6-7 triệu thì đẹp,1,15/04/2020,{BATTERY#Negative};{PRICE#Negative};
2016,Ý kiến riêng mình...Sau 3 tuần sử dụng.Pin tuy 4500 nhưng mau hết nhah.Chơi game class of clan 5phút là máy nóng dần lên...để qua đêm tụt 3%..có sạc nhah nhưng khi sạc mà nóng máy quá..Chụp ảnh cũng tạm được ok,3,13/04/2020,{CAMERA#Neutral};{BATTERY#Negative};{PERFORMANCE#Negative};
2017,"Em choi pubg mobile nó mượt lắm ạ, nhưng chơ nhìu nó vẫn bị nóng nên thường phải ngâm nước để hạ nhiệt",5,17/04/2019,{PERFORMANCE#Neutral};
2018,"Moi mua hôm qua. Máy còn 25% mà vẫn sai được đến sáng. Thu cho game thì thấy cũng muot số với con Oppo mở đang sai,nói chung là thấy OK  dụng với mong đợi để cho 5 sao",5,27/06/2020,{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};
2019,Thật đáng thất vọng về A50s này mua sử dụng củng đc 4 tháng rồi bây giờ muốn chuyển qua Iphone sử dụng luôn mua thử và cái kết. Thật thất vọng.,3,26/05/2020,{GENERAL#Negative};
2020,"Trước khi mua hay đắng đo một chút vì lên xem comment toàn là rất ít sao, nhưng khi trải nghiệm mua về thì đôi phần cũng rất đúng.
Sạc nhanh thì vô cùng 100% sạc tầm 1h30p là cùng.
Chụp hình thì khỏi chê, bao ảo, bảo đẹp, mình bỏ gần 7 chai là mua camera nên rất hài lòng.
Cảm ứng vân tay và khuôn mặt nhiều người bảo là k nhạy nhưng theo mình là nhạy và tốt.
Pin thì k trâu lắm, nhanh xuống lắm, tư 100% xuống 99% rất nhanh.
Oppo A91 OK nhưng pin thì nên xem lại.",3,7/4/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};
2021,"Pin tuột hơi nhanh, hơi nóng máy khi chơi game hoặc coi phim liên tục với chế độ sáng cao nhưng bù lại máy chạy rất mượt , dáng máy đẹp , nói chung là rất đáng đồng tiền bát gạo !!",4,17/07/2020,{BATTERY#Neutral};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Positive};
2022,"Chơi game liên quân j mà lag k đánh đ, máy 7t5 mà còn thưa cái huawei GR5 nửa, đem ra TGDD nó lại nói máy k có j tất cả điều ổn chán Gậm 6g mà như cục gạch",1,18/05/2019,{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};
2023,Đt mới mua hôm qua tới giờ mà nóng máy quá k chịu nổi luôn á. Pin sạc thì lúc dc lúc k.,1,1/1/2020,{BATTERY#Negative};{PERFORMANCE#Negative};
2024,"Cảm biến vân tay tuyệt vời chưa đến 2 giây
Máy dùng rất ok  con chíp rất tuyệt vời",5,3 tuần trước,{FEATURES#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};
2025,Sản phẩm mới mua 1tháng đổi 2 lần sài cứ bị đơ và cái đang sài cũng y như 2 cái đổi lần đầu giờ k biết sao ra đó quài cũng mệt gọi dien Facebook nó đơ k trở về được  thật sự rất thất vọng về điện thoại này,3,1 tuần trước,{PERFORMANCE#Negative};{GENERAL#Negative};
2026,"Vừa mới mua chơi game tuyệt, nhưng có điều không biết tắt nút vân tay, lâu lâu bị vứng nút nó tự bật",5,17/11/2019,{FEATURES#Negative};{PERFORMANCE#Positive};
2027,Màn hình tự sáng tự tối mặc dù đã tắt chế độ sáng tự động. Với lỗi lúc gọi điện thoại tự sáng dù đã nhấn nút tắt màn hình,1,10/8/2020,{FEATURES#Negative};
2028,"Camara 32. Nhưng cùi,thua xa m5 21. Cảm ứng nhảy lung tung ,nhiều khi ko ăn là do chạm viền màn hình. Đeo ốp lưng thì hết mà đeo ốp lưng vào hình như là máy bắt sóng kém.pin 4,5ah mà màn hình 6,7' với tui chiến game dc hơn 10giờ 1 lần sạc là khủng ròy.vân tay thì lúc nhanh lúc chạm,nhưng ok.loa để max 100% nghe củng lớn.chỉ có camara giống như đồ phế liệu.",4,8/5/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Positive};{SER&ACC#Neutral};
2029,Dùng 2 tháng cũng OK.. pin trâu.. cấu hình mượt... K tệ đến nỗi các bạn kia nói.. mau tụt pin.. lag.. đơ các kiểu... Giờ đt ra hàng tá dòng nào mà k lỗi...,5,4/7/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Neutral};{OTHERS};
2030,"Mik mua Xiaomi redmi note 9s cx đc 10 ngày r sài rất ok, nhưng tại sao không đăng ký được mạng v????",4,26/04/2020,{GENERAL#Positive};{OTHERS};
2031,SS A71 tại sao khi livestream facebook thì bình thường. Nhưng khi mở ra xem lại thì video bị phóng to ra và hình ảnh thì lệch qua một bên. Nhờ ad chỉ giúp cách khắc phục. Thanks.,5,8/7/2020,{PERFORMANCE#Neutral};{OTHERS};
2032,Mới sử dụng được 2 ngày pin để một ngày đêm pin từ 65 xuống 20 bật 4g. Nói chung chỉ đủ dùng,4,1 tuần trước,{BATTERY#Neutral};{GENERAL#Neutral};
2033,"Pin trâu, nhưng chơi pubg còn bị khựng lại, dung lượng ko ổn định,em tải chỉ hai bản pubg là hàn và việt khoảng 8 GB với các ứng dụng như fb,zalo,youtobe....các kiểu mà h máy chỉ còn 3 GB.",3,6/5/2020,{BATTERY#Positive};{PERFORMANCE#Negative};{STORAGE#Negative};
2034,máy phải nói là quá chán đơ lag giật liên tục chụp ảnh màn hình thì mãi mới chụp được quad thất vọng muốn trả lại máy đi cho xong mà ngày khởi động lại mấy lần liền ra kỹ thuật thì bảo ok rồi chẳng hoeeur ok ở đâu,1,27/07/2020,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};
2035,Sp quá tốt không chê chỗ nào loa hơi nhỏ nhưng không vấn đề gì còn các chức năng khác quá tuyệt vời,5,16/11/2019,{FEATURES#Negative};{GENERAL#Positive};
2036,"Ngon, pin trâu, chơi game ngon ,camera đẹp ,có điều lên miui 11.0.6 hao pin vl các bác ạ",5,9/3/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};
2037,Tuy chưa trải nghiệm nhưng dòng máy có những thuộc tính như này mà chỉ với giá đó là quá Ok rồi !,4,2/3/2020,{PRICE#Neutral};{GENERAL#Positive};
2038,Có ai bị trường hợp vặn nhẹ 2 đầu nghe tiếng tách trách không mọi người. Không biết lỗi gì nữa. Mới mua mới được 3 ngày nay mới phát hiện,5,3/2/2020,{DESIGN#Negative};{OTHERS};
2039,Máy xài mượt mỗi tội hơi nóng.Ngoài ra cảm chụp rất đẹp có độ phân giải 64mp.Nhưng tôi thấy số này hơi ảo sợ với thực tế,5,16/11/2019,{CAMERA#Neutral};{PERFORMANCE#Neutral};
2040,"Sản phẩm nghe nhạc hay, loa kép. Màn hình 90hz. Thiết kế đẹp lắm ơi. Mình mua màu xanh.
Còn chơi game thì mình không có chơi.",4,1 tuần trước,{SCREEN#Neutral};{FEATURES#Positive};{DESIGN#Positive};{OTHERS};
2041,Mình xài dc 1 tuần có đánh giá thế này. Loạn cảm ứng nặng. Mua chụp hình chơi thì dc mua chơi game mình khuyên các bạn không nên nhất là liên quân.,2,3/6/2019,{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};
2042,"Chất lượng lắm nha nhân viên phục vụ nhiệt tình 😊🥰
Yêu thegioididong🥰🥰🥰🥰🥰🥰",5,29/02/2020,{GENERAL#Positive};{SER&ACC#Positive};
2043,Cho hỏi mình mua đt được 3 tháng dùng  tốt nhưng tu nhiên đang dùng thì tự động tắt nguồn mà không rõ nguyên nhân với lại sao kg gửi tin nhắn cho tổng đài được hôm trước có đem wa tgdd cho kỹ thuật viên coi dùm cài đặt lại rồi nhưng sao về vẫn kg gửi tin nhắn cho tổng đài được (gửi sỏ nào cũng được trừ số tổng đài),3,4/6/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};{SER&ACC#Negative};
2044,Mua được 1 tuần rồi mình để ý nếu reset và kích hoạt bằng mạng wifi fpt thì sẽ không bị lỗi vặt còn wifi khác thì sẽ bị lỗi mở sáng màn hình ko đc nhé đã thử reset và kích hoạt lại 5 lần rồi,5,21/05/2020,{OTHERS};
2045,"Samsung A51 chạy theo Xiaomi note 8 , cấu hình như nhau, xạc 15w kém Xiaomi note 8 3w nhưng giá thì đắt hơn 3tr",3,29/12/2019,{BATTERY#Negative};{PERFORMANCE#Neutral};{PRICE#Negative};
2046,Sản phẩm dùng khá ổn nhưng chữ bàn phím hơi nhỏ người lớn tuổi khó dùng còn lại ok ổn,4,13/02/2020,{FEATURES#Negative};{GENERAL#Positive};
